IDENTIFIANT_TAXON_HARMONIE;CODE_PERMANENT_REFTAX;CODE_MNEMONIQUE_REFTAX;APHIA_ID_WORMS;NOM_VALIDE;EST_REFERENT;CODE_LIEN_REFERENT_SYNONYME;NUMERO_D_ORDRE_SYSTEMATIQUE;NIVEAU_SYSTEMATIQUE;IDENTIFIANT_TAXON_PERE;IDENTIFIANT_AUTEUR_DATE;AUTEUR_DATE
32532;1860;CARPACU;301715;Carapus imberbis;NON;1860;311800000;Espèce;17942;1265;(Cuvier, 1815)
32959;1860;CARPACU;315056;Notopterus fontanesii;NON;1860;311800000;Espèce;17942;651;Risso, 1810
32623;1860;CARPACU;;Diaphasia acus;NON;1860;311800000;Espèce;17942;764;(Brünnich, 1768)
32645;1860;CARPACU;313249;Encheliophis tenuis;NON;1860;311800000;Espèce;17942;4437;Putnam, 1874
33018;1860;CARPACU;320541;Porobronchus linearis;NON;1860;311800000;Espèce;17942;1093;Kaup, 1860
32986;1860;CARPACU;319771;Ophidium imberbe;NON;1860;311800000;Espèce;17942;3584;Cuvier, 1815
17314;1860;CARPACU;126661;Carapus acus;OUI;1860;311800000;Espèce;17942;764;(Brünnich, 1768)
32985;1860;CARPACU;319767;Ophidium fierasfer;NON;1860;311800000;Espèce;17942;582;Risso, 1827
26411;1860;CARPACU;322364;Vexillifer dephilippii;NON;1860;311800000;Espèce;17942;3796;Gasco, 1870
32661;1860;CARPACU;318056;Fierasfer maculata;NON;1860;311800000;Espèce;17942;842;Swainson, 1839
32660;1860;CARPACU;318054;Fierasfer imberbis;NON;1860;311800000;Espèce;17942;1265;(Cuvier, 1815)
32790;1860;CARPACU;;Gymnotus acus;NON;1860;311800000;Espèce;17942;3450;Brünnich, 1768
32657;1860;CARPACU;;Fierasfer acus;NON;1860;311800000;Espèce;17942;764;(Brünnich, 1768)
32659;1860;CARPACU;318051;Fierasfer fontanesii;NON;1860;311800000;Espèce;17942;626;(Risso, 1810)
17315;1861;ECHI;125854;Echiodon;OUI;1861;311900000;Genre;37242;854;Thompson, 1837
32531;1862;ECHIDEN;301712;Carapus dentatus;NON;1862;312000000;Espèce;17315;687;(Cuvier, 1829)
17316;1862;ECHIDEN;126662;Echiodon dentatus;OUI;1862;312000000;Espèce;17315;687;(Cuvier, 1829)
32658;1862;ECHIDEN;318049;Fierasfer dentatus;NON;1862;312000000;Espèce;17315;687;(Cuvier, 1829)
32984;1862;ECHIDEN;319766;Ophidium dentatum;NON;1862;312000000;Espèce;17315;647;Cuvier, 1829
32642;1863;ECHIDRU;126663;Echiodon drummondii;OUI;1863;312100000;Espèce;17315;854;Thompson, 1837
17317;1863;ECHIDRU;301726;Echiodon drummondi;NON;1863;312100000;Espèce;17315;854;Thompson, 1837
36814;1849;FMBYTHI;154743;Bythitinae;NON;1849;312200000;Sous-famille;18137;1113;Gill, 1861
17303;1849;FMBYTHI;125503;Bythitidae;OUI;1849;312200000;Famille;18137;1113;Gill, 1861
17936;2485;BELT;125847;Bellottia;OUI;2485;312300000;Genre;17303;849;Giglioli, 1883
17304;1850;BELTAPO;126654;Bellottia apoda;OUI;1850;312400000;Espèce;17936;849;Giglioli, 1883
28297;1850;BELTAPO;126654;Bellotia apoda;NON;1850;312400000;Espèce;17936;;
36815;12085;CLPT;268632;Calamopteryx;OUI;12085;312470000;Genre;17303;6420;Böhlke & Cohen, 1966
36816;12086;CLPTGOS;280019;Calamopteryx goslinei;OUI;12086;312470100;Espèce;36815;6420;Böhlke & Cohen, 1966
17943;2492;CATA;125849;Cataetyx;OUI;2492;312500000;Genre;17303;1082;Günther, 1887
33020;1851;CATAALL;320837;Pteridium alleni;NON;1851;312600000;Espèce;17943;3461;Byrne, 1906
17305;1851;CATAALL;126656;Cataetyx alleni;OUI;1851;312600000;Espèce;17943;850;(Byrne, 1906)
32579;1851;CATAALL;;Cataetyx leucos;NON;1851;312600000;Espèce;17943;3173;(Osório, 1917)
32960;1851;CATAALL;319711;Oculospinus brevis;NON;1851;312600000;Espèce;17943;1126;Koefoed, 1927
32533;1851;CATAALL;301701;Cataetyx brevis;NON;1851;312600000;Espèce;17943;1129;(Koefoed, 1927)
18056;2605;CATALAT;126657;Cataetyx laticeps;OUI;2605;312700000;Espèce;17943;1126;Koefoed, 1927
23901;2605;CATALAT;301704;Cataetyx memorabilis;NON;2605;312700000;Espèce;17943;4208;Meyer-Rochow, 1970
17996;2545;GRAN;125850;Grammonus;OUI;2545;312800000;Genre;17303;839;Gill, 1896
23335;2545;GRAN;297275;Oligopus;NON;2545;312800000;Genre;17303;651;Risso, 1810
23787;1852;GRANATE;319724;Oligopus ater;NON;1852;312900000;Espèce;17996;651;Risso, 1810
32964;1852;GRANATE;319728;Oligopus niger;NON;1852;312900000;Espèce;17996;462;(Risso, 1827)
17306;1852;GRANATE;126658;Grammonus ater;OUI;1852;312900000;Espèce;17996;626;(Risso, 1810)
37063;12332;SFBROSM;154744;Brosmophycinae;OUI;12332;312900100;Sous-famille;17303;628;Gill, 1862
37064;12333;OGIL;270080;Ogilbia;OUI;12333;312900500;Genre;37063;1515;Jordan & Evermann, 1898
37066;12334;OGILCAY;281844;Ogilbia cayorum;OUI;12334;312900520;Espèce;37064;6475;Evermann & Kendall, 1898
37067;12335;OGILJEF;281849;Ogilbia jeffwilliamsi;OUI;12335;312900550;Espèce;37064;6476;Møller, Schwarzhans & Nielsen, 2005
37069;12337;OGILSUA;281857;Ogilbia suarezae;OUI;12337;312900700;Espèce;37064;6476;Møller, Schwarzhans & Nielsen, 2005
20505;5063;FMAPHYO;125502;Aphyonidae;OUI;5063;312901000;Famille;18137;1515;Jordan & Evermann, 1898
20883;5841;NYBE;125845;Nybelinella;OUI;5841;312901100;Genre;20505;2118;Nielsen, 1972
20884;5842;NYBEERI;126650;Nybelinella erikssoni;OUI;5842;312901110;Espèce;20883;2119;(Nybelin, 1957)
20507;5065;FMPARAB;125506;Parabrotulidae;OUI;5065;312902000;Famille;18137;7321;Nielsen, 1968
36929;12198;ORBATRA;10315;Batrachoidiformes;OUI;12198;312950000;Ordre;16790;;
18615;3169;FMBATRA;125450;Batrachoididae;OUI;3169;313000000;Famille;36929;7322;Jordan, 1896
37214;12482;SFPORIC;714643;Porichthyinae;OUI;12482;313100000;Sous-famille;18615;7323;Miranda Ribeiro, 1915
19011;3566;PORI;158783;Porichthys;OUI;3566;313150000;Genre;37214;1228;Girard, 1854
18922;3477;PORIBAT;275651;Porichthys bathoiketes;OUI;3477;313155000;Espèce;19011;1439;Gilbert, 1968
18923;3478;PORIPAU;275661;Porichthys pauciradiatus;OUI;3478;313160000;Espèce;19011;1440;Caldwell & Caldwell, 1963
18522;3076;PORIPLE;158784;Porichthys plectrodon;OUI;3076;313165000;Espèce;19011;1292;Jordan & Gilbert, 1882
37243;12511;SFTHALA;714642;Thalassophryninae;OUI;12511;313200000;Sous-famille;18615;7323;Miranda Ribeiro, 1915
19019;3574;THAS;271073;Thalassophryne;OUI;3574;313250000;Genre;37243;806;Günther, 1861
18961;3516;THASMAC;282954;Thalassophryne maculosa;OUI;3516;313300000;Espèce;19019;806;Günther, 1861
18962;3517;THASNAT;282957;Thalassophryne nattereri;OUI;3517;313350000;Espèce;19019;1458;Steindachner, 1876
37213;12481;SFBATRA;714644;Batrachoidinae;OUI;12481;313400000;Sous-famille;18615;7322;Jordan, 1896
19513;4070;BATA;206102;Batrachoides;OUI;4070;313450000;Genre;37213;1106;Lacepède, 1800
18521;3075;BATASUR;278668;Batrachoides surinamensis;OUI;3075;313500000;Espèce;19513;644;(Bloch & Schneider, 1801)
34115;3075;BATASUR;;Batrachoides tau;NON;3075;313500000;Espèce;19513;1106;Lacepède, 1800
34116;3075;BATASUR;316604;Batrachus surinamensis;NON;3075;313500000;Espèce;19513;693;Bloch & Schneider, 1801
19505;4062;AMPT;268294;Amphichthys;OUI;4062;313500500;Genre;37213;842;Swainson, 1839
28833;3271;AMPTCRY;319153;Marcgravia cryptocentra;NON;3271;313501000;Espèce;19505;823;(Valenciennes, 1837)
28832;3271;AMPTCRY;316585;Batrachus cryptocentrus;NON;3271;313501000;Espèce;19505;822;Valenciennes, 1837
18717;3271;AMPTCRY;279590;Amphichthys cryptocentrus;OUI;3271;313501000;Espèce;19505;823;(Valenciennes, 1837)
37215;12483;SFHALOP;714641;Halophryninae;OUI;12483;314000000;Sous-famille;18615;7324;Greenfield, Winterbottom & Collette, 2008
21891;6638;HALB;125687;Halobatrachus;OUI;6638;314100100;Genre;37215;2559;Ogilby, 1908
30549;6639;HALBDID;312291;Batrachoides planifrons;NON;6639;314100200;Espèce;21891;794;(Guichenot, 1850)
30548;6639;HALBDID;316576;Batrachus algeriensis;NON;6639;314100200;Espèce;21891;750;Guichenot, 1850
30544;6639;HALBDID;316600;Batrachus punctatus;NON;6639;314100200;Espèce;21891;1290;Agassiz L., 1831
30546;6639;HALBDID;316580;Batrachus borealis;NON;6639;314100200;Espèce;21891;755;Nilsson, 1832
30545;6639;HALBDID;400672;Batrachus punctulatus;NON;6639;314100200;Espèce;21891;1290;Agassiz L., 1831
30541;6639;HALBDID;316586;Batrachus didactylus;NON;6639;314100200;Espèce;21891;693;Bloch & Schneider, 1801
30542;6639;HALBDID;312285;Batrachoides didactylus;NON;6639;314100200;Espèce;21891;644;(Bloch & Schneider, 1801)
30543;6639;HALBDID;316584;Batrachus conspicillum;NON;6639;314100200;Espèce;21891;647;Cuvier, 1829
30550;6639;HALBDID;316592;Batrachus guentheri;NON;6639;314100200;Espèce;21891;3394;Bleeker, 1863
21892;6639;HALBDID;126374;Halobatrachus didactylus;OUI;6639;314100200;Espèce;21891;644;(Bloch & Schneider, 1801)
30547;6639;HALBDID;316597;Batrachus planifrons;NON;6639;314100200;Espèce;21891;750;Guichenot, 1850
23390;2046;ORLOPIF;;Pediculati;NON;2046;314200000;Ordre;16790;;
17500;2046;ORLOPIF;10316;Lophiiformes;OUI;2046;314200000;Ordre;16790;;
17501;2047;FMLOPHI;125493;Lophiidae;OUI;2047;314300000;Famille;17500;621;Rafinesque, 1810
37007;12276;LOPI;205817;Lophiodes;OUI;12276;314350000;Genre;17501;863;Goode & Bean, 1896
37008;12277;LOPIMON;278531;Lophiodes monodi;OUI;12277;314355000;Espèce;37007;6458;(Le Danois, 1971)
37009;12278;LOPIRET;278533;Lophiodes reticulatus;OUI;12278;314358000;Espèce;37007;6459;Caruso & Suttkus, 1979
17502;2048;LOPH;125802;Lophius;OUI;2048;314400000;Genre;17501;1;Linnaeus, 1758
17503;2049;LOPHPIS;126555;Lophius piscatorius;OUI;2049;314500000;Espèce;17502;1;Linnaeus, 1758
31246;2049;LOPHPIS;400684;Batrachus piscator;NON;2049;314500000;Espèce;17502;62;(Linnaeus, 1758)
31226;2049;LOPHPIS;;Batrachus eurypterus;NON;2049;314500000;Espèce;17502;959;(Düben & Koren, 1846)
31259;2049;LOPHPIS;316596;Batrachus piscatorius;NON;2049;314500000;Espèce;17502;62;(Linnaeus, 1758)
17504;2050;LOPHBUD;126554;Lophius budegassa;OUI;2050;314600000;Espèce;17502;902;Spinola, 1807
32872;2050;LOPHBUD;400683;Lophius bugadessa;NON;2050;314600000;Espèce;17502;902;Spinola, 1807
32874;2050;LOPHBUD;322721;Lophius piscatorius budegassa;NON;2050;314600000;Espèce;17502;902;Spinola, 1807
32873;2050;LOPHBUD;301367;Lophius parvipinnis;NON;2050;314600000;Espèce;17502;647;Cuvier, 1829
18252;2801;LOPHAME;159184;Lophius americanus;OUI;2801;314700000;Espèce;17502;822;Valenciennes, 1837
32871;2802;LOPHLIT;310569;Lophiomus litulon;NON;2802;314800000;Espèce;17502;2157;Jordan, 1902
18253;2802;LOPHLIT;272600;Lophius litulon;OUI;2802;314800000;Espèce;17502;1205;(Jordan, 1902)
18474;3024;LOPHVAL;272601;Lophius vaillanti;OUI;3024;314801000;Espèce;17502;1274;Regan, 1903
18620;3174;FMANTEN;125484;Antennariidae;OUI;3174;314900000;Famille;17500;7079;Jarocki, 1822
37890;13146;SFANTEN;714637;Antennariinae;OUI;13146;314990000;Sous-famille;18620;;
19136;3692;ANTE;125790;Antennarius;OUI;3692;315000000;Genre;37890;1513;Daudin, 1816
20947;5905;ANTEBIO;217844;Antennarius biocellatus;OUI;5905;315200040;Espèce;19136;609;(Cuvier, 1817)
20949;5907;ANTECOM;217852;Antennarius commerson;OUI;5907;315200060;Espèce;19136;1242;(Latreille, 1804)
20952;5910;ANTEHIS;217845;Antennarius hispidus;OUI;5910;315200090;Espèce;19136;644;(Bloch & Schneider, 1801)
20953;5911;ANTEIND;217841;Antennarius indicus;OUI;5911;315200100;Espèce;19136;2153;Schultz, 1964
20954;5912;ANTEMAC;217850;Antennarius maculatus;OUI;5912;315200110;Espèce;19136;2154;(Desjardins, 1840)
20955;5913;ANTEMUL;272539;Antennarius multiocellatus;OUI;5913;315200120;Espèce;19136;823;(Valenciennes, 1837)
20958;5916;ANTEPAR;272540;Antennarius pardalis;OUI;5916;315200150;Espèce;19136;823;(Valenciennes, 1837)
20959;5917;ANTEPAU;272541;Antennarius pauciradiatus;OUI;5917;315200160;Espèce;19136;2150;Schultz, 1957
20960;5918;ANTEPIC;217851;Antennarius pictus;OUI;5918;315200170;Espèce;19136;1297;(Shaw, 1794)
20961;5920;ANTERAN;272542;Antennarius randalli;OUI;5920;315200190;Espèce;19136;2155;Allen, 1970
34156;3089;ANTESTR;301375;Lophius striatus;NON;3089;315200300;Espèce;19136;4565;Shaw, 1794
34157;3089;ANTESTR;320231;Phrynelox striatus;NON;3089;315200300;Espèce;19136;1297;(Shaw, 1794)
34158;3089;ANTESTR;301376;Lophius tricornis;NON;3089;315200300;Espèce;19136;2990;(Cloquet, 1817)
34159;3089;ANTESTR;317105;Chironectes tricornis;NON;3089;315200300;Espèce;19136;3521;Cloquet, 1817
34160;3089;ANTESTR;317101;Chironectes scaber;NON;3089;315200300;Espèce;19136;100;Cuvier, 1817
34161;3089;ANTESTR;301302;Antennarius scaber;NON;3089;315200300;Espèce;19136;609;(Cuvier, 1817)
34162;3089;ANTESTR;320230;Phrynelox scaber;NON;3089;315200300;Espèce;19136;609;(Cuvier, 1817)
34163;3089;ANTESTR;301309;Antennarius tridens;NON;3089;315200300;Espèce;19136;3242;(Temminck & Schlegel, 1845)
34164;3089;ANTESTR;320233;Phrynelox tridens;NON;3089;315200300;Espèce;19136;3242;(Temminck & Schlegel, 1845)
34165;3089;ANTESTR;317106;Chironectes tridens;NON;3089;315200300;Espèce;19136;4678;Temminck & Schlegel, 1845
34166;3089;ANTESTR;301308;Antennarius tigris;NON;3089;315200300;Espèce;19136;2097;(Poey, 1852)
34167;3089;ANTESTR;320232;Phrynelox tigris;NON;3089;315200300;Espèce;19136;2097;(Poey, 1852)
34168;3089;ANTESTR;317104;Chironectes tigris;NON;3089;315200300;Espèce;19136;1301;Poey, 1852
34169;3089;ANTESTR;301374;Lophius spectrum;NON;3089;315200300;Espèce;19136;3863;Gronow, 1854
34170;3089;ANTESTR;301273;Antennarius lacepedii;NON;3089;315200300;Espèce;19136;1715;Bleeker, 1856
34173;3089;ANTESTR;301296;Antennarius pinniceps;NON;3089;315200300;Espèce;19136;1715;Bleeker, 1856
34174;3089;ANTESTR;323983;Antennarius pinniceps pinniceps;NON;3089;315200300;Espèce;19136;1715;Bleeker, 1856
34175;3089;ANTESTR;301282;Antennarius melas;NON;3089;315200300;Espèce;19136;2588;Bleeker, 1857
34176;3089;ANTESTR;320227;Phrynelox melas;NON;3089;315200300;Espèce;19136;2965;(Bleeker, 1857)
34177;3089;ANTESTR;;Saccarius lineatus;NON;3089;315200300;Espèce;19136;806;Günther, 1861
34178;3089;ANTESTR;;Antennarius pinniceps bleekeri;NON;3089;315200300;Espèce;19136;806;Günther, 1861
34179;3089;ANTESTR;323982;Antennarius pinniceps fasciata;NON;3089;315200300;Espèce;19136;4623;Steindachner, 1866
34180;3089;ANTESTR;320229;Phrynelox nuttingi;NON;3089;315200300;Espèce;19136;3040;(Garman, 1896)
34181;3089;ANTESTR;301293;Antennarius nuttingii;NON;3089;315200300;Espèce;19136;1514;Garman, 1896
34182;3089;ANTESTR;400692;Antennarius nuttingi;NON;3089;315200300;Espèce;19136;1514;Garman, 1896
34183;3089;ANTESTR;320228;Phrynelox nox;NON;3089;315200300;Espèce;19136;1205;(Jordan, 1902)
34184;3089;ANTESTR;301292;Antennarius nox;NON;3089;315200300;Espèce;19136;2157;Jordan, 1902
34185;3089;ANTESTR;301306;Antennarius teleplanus;NON;3089;315200300;Espèce;19136;3764;Fowler, 1912
34186;3089;ANTESTR;301258;Antennarius cubensis;NON;3089;315200300;Espèce;19136;3431;Borodin, 1928
34187;3089;ANTESTR;301259;Antennarius cunninghami;NON;3089;315200300;Espèce;19136;3776;Fowler, 1941
34188;3089;ANTESTR;320225;Phrynelox cunninghami;NON;3089;315200300;Espèce;19136;3032;(Fowler, 1941)
34189;3089;ANTESTR;301252;Antennarius atra;NON;3089;315200300;Espèce;19136;3214;(Schultz, 1957)
34190;3089;ANTESTR;320224;Phrynelox atra;NON;3089;315200300;Espèce;19136;2150;Schultz, 1957
34191;3089;ANTESTR;301262;Antennarius fuliginosus;NON;3089;315200300;Espèce;19136;4590;Smith, 1957
34192;3089;ANTESTR;400693;Triantennaus zebrinus;NON;3089;315200300;Espèce;19136;3214;(Schultz, 1957)
34193;3089;ANTESTR;320234;Phrynelox zebrinus;NON;3089;315200300;Espèce;19136;2150;Schultz, 1957
34194;3089;ANTESTR;301260;Antennarius delaisi;NON;3089;315200300;Espèce;19136;2158;Cadenat, 1959
34195;3089;ANTESTR;301294;Antennarius occidentalis;NON;3089;315200300;Espèce;19136;2158;Cadenat, 1959
34196;3089;ANTESTR;320226;Phrynelox lochites;NON;3089;315200300;Espèce;19136;2153;Schultz, 1964
18535;3089;ANTESTR;158790;Antennarius striatus;OUI;3089;315200300;Espèce;19136;1297;(Shaw, 1794)
37874;13130;ANTT;206763;Antennatus;OUI;13130;315205000;Genre;37890;2150;Schultz, 1957
37876;5902;ANTTANA;712499;Antennatus analis;OUI;5902;315205100;Espèce;37874;3214;(Schultz, 1957)
20944;5902;ANTTANA;272535;Antennarius analis;NON;5902;315205100;Espèce;37874;2148;(Gosline, 1957)
20946;5904;ANTTBER;272537;Antennarius bermudensis;NON;5904;315205150;Espèce;37874;2150;Schultz, 1957
37877;5904;ANTTBER;712500;Antennatus bermudensis;OUI;5904;315205150;Espèce;37874;3214;(Schultz, 1957)
20948;5906;ANTTCOC;217848;Antennarius coccineus;NON;5906;315205180;Espèce;37874;1230;(Lesson, 1831)
37888;5906;ANTTCOC;712501;Antennatus coccineus;OUI;5906;315205180;Espèce;37874;1230;(Lesson, 1831)
37878;5908;ANTTDOR;712502;Antennatus dorehensis;OUI;5908;315205200;Espèce;37874;6997;(Bleeker, 1859)
20950;5908;ANTTDOR;217843;Antennarius dorehensis;NON;5908;315205200;Espèce;37874;2151;Bleeker, 1859
37879;5909;ANTTDUE;712503;Antennatus duescus;OUI;5909;315205250;Espèce;37874;6998;(Snyder, 1904)
20951;5909;ANTTDUE;272538;Antennarius duescus;NON;5909;315205250;Espèce;37874;2152;Snyder, 1904
37880;5914;ANTTNUM;712504;Antennatus nummifer;OUI;5914;315205300;Espèce;37874;609;(Cuvier, 1817)
20956;5914;ANTTNUM;126530;Antennarius nummifer;NON;5914;315205300;Espèce;37874;609;(Cuvier, 1817)
20962;5921;ANTTROS;272543;Antennarius rosaceus;NON;5921;315205600;Espèce;37874;1966;Smith & Radcliffe, 1912
37889;5921;ANTTROS;712505;Antennatus rosaceus;OUI;5921;315205600;Espèce;37874;2416;(Smith & Radcliffe, 1912)
20963;5922;ANTTSAN;272544;Antennarius sanguineus;NON;5922;315205800;Espèce;37874;752;Gill, 1863
37886;5922;ANTTSAN;313098;Antennatus sanguineus;OUI;5922;315205800;Espèce;37874;1331;(Gill, 1863)
37881;13137;FOWL;296648;Fowlerichthys;OUI;13137;315250000;Genre;37890;6999;Barbour, 1941
20945;5903;FOWJAVA;272536;Antennarius avalonis;NON;5903;315250500;Espèce;37881;2149;Jordan & Starks, 1907
37883;5903;FOWJAVA;712506;Fowlerichthys avalonis;OUI;5903;315250500;Espèce;37881;7000;(Jordan & Starks, 1907)
20957;5915;FOWLOCE;158789;Antennarius ocellatus;NON;5915;315255000;Espèce;37881;644;(Bloch & Schneider, 1801)
37882;5915;FOWLOCE;712507;Fowlerichthys ocellatus;OUI;5915;315255000;Espèce;37881;644;(Bloch & Schneider, 1801)
19137;3693;FOWLRAD;126531;Antennarius radiosus;NON;3693;315257000;Espèce;37881;1514;Garman, 1896
37887;3693;FOWLRAD;712508;Fowlerichthys radiosus;OUI;3693;315257000;Espèce;37881;3040;(Garman, 1896)
37884;5923;FOWLSCR;712509;Fowlerichthys scriptissimus;OUI;5923;315258000;Espèce;37881;1205;(Jordan, 1902)
20964;5923;FOWLSCR;217847;Antennarius sarasa;NON;5923;315258000;Espèce;37881;2156;Tanaka, 1916
20965;5923;FOWLSCR;272545;Antennarius scriptissimus;NON;5923;315258000;Espèce;37881;2157;Jordan, 1902
20966;5925;FOWLSEN;126532;Antennarius senegalensis;NON;5925;315259000;Espèce;37881;2158;Cadenat, 1959
37885;5925;FOWLSEN;318081;Fowlerichthys senegalensis;OUI;5925;315259000;Espèce;37881;7001;(Cadenat, 1959)
19185;3741;HTRI;125791;Histrio;OUI;3741;315300000;Genre;37890;4898;Fischer, 1813
23486;3742;HTRIHIS;320847;Pterophryne laevigatus;NON;3742;315400000;Espèce;19185;609;(Cuvier, 1817)
23487;3742;HTRIHIS;400699;Cheironectes laevigatus;NON;3742;315400000;Espèce;19185;100;Cuvier, 1817
23488;3742;HTRIHIS;301342;Lophius calico;NON;3742;315400000;Espèce;19185;4226;Mitchill, 1818
23489;3742;HTRIHIS;301351;Lophius geographicus;NON;3742;315400000;Espèce;19185;1176;Quoy & Gaimard, 1825
23490;3742;HTRIHIS;301289;Antennarius nitidus;NON;3742;315400000;Espèce;19185;3348;Bennett, 1827
23491;3742;HTRIHIS;400700;Antenarius mesogallicus;NON;3742;315400000;Espèce;19185;822;Valenciennes, 1837
23492;3742;HTRIHIS;317094;Chironectes nesogallicus;NON;3742;315400000;Espèce;19185;822;Valenciennes, 1837
23493;3742;HTRIHIS;301287;Antennarius nesogallicus;NON;3742;315400000;Espèce;19185;823;(Valenciennes, 1837)
23494;3742;HTRIHIS;320848;Pterophryne picta;NON;3742;315400000;Espèce;19185;823;(Valenciennes, 1837)
19186;3742;HTRIHIS;126533;Histrio histrio;OUI;3742;315400000;Espèce;19185;62;(Linnaeus, 1758)
23495;3742;HTRIHIS;317097;Chironectes pictus;NON;3742;315400000;Espèce;19185;822;Valenciennes, 1837
23496;3742;HTRIHIS;301315;Histrio pictus;NON;3742;315400000;Espèce;19185;823;(Valenciennes, 1837)
23497;3742;HTRIHIS;323902;Cheironectes pictus vittatus;NON;3742;315400000;Espèce;19185;1178;Richardson, 1844
23498;3742;HTRIHIS;;Chironectes arcticus;NON;3742;315400000;Espèce;19185;2233;Düben & Koren, 1846
23499;3742;HTRIHIS;400701;Chironectes barbatulatus;NON;3742;315400000;Espèce;19185;3719;Eydoux & Souleyet, 1850
23500;3742;HTRIHIS;317077;Chironectes barbatulus;NON;3742;315400000;Espèce;19185;3719;Eydoux & Souleyet, 1850
23501;3742;HTRIHIS;301253;Antennarius barbatulus;NON;3742;315400000;Espèce;19185;3019;(Eydoux & Souleyet, 1850)
23502;3742;HTRIHIS;301279;Antennarius lioderma;NON;3742;315400000;Espèce;19185;3396;Bleeker, 1865
23503;3742;HTRIHIS;;Chironectes sontagii;NON;3742;315400000;Espèce;19185;4259;Müller, 1865
23504;3742;HTRIHIS;301271;Antennarius inops;NON;3742;315400000;Espèce;19185;4421;Poey, 1881
23505;3742;HTRIHIS;301314;Histrio jagua;NON;3742;315400000;Espèce;19185;1233;Nichols, 1920
23506;3742;HTRIHIS;301368;Lophius pelagicus;NON;3742;315400000;Espèce;19185;3321;Banks, 1962
23463;3742;HTRIHIS;317109;Chironectes tumidus;NON;3742;315400000;Espèce;19185;83;(Linnaeus, 1766)
23464;3742;HTRIHIS;323984;Lophius histrio marmoratus;NON;3742;315400000;Espèce;19185;693;Bloch & Schneider, 1801
23465;3742;HTRIHIS;301359;Lophius laevis;NON;3742;315400000;Espèce;19185;4091;Latreille, 1804
23466;3742;HTRIHIS;320849;Pterophryne ranina;NON;3742;315400000;Espèce;19185;3247;(Tilesius, 1809)
23467;3742;HTRIHIS;317039;Cheironectes raninus;NON;3742;315400000;Espèce;19185;3247;(Tilesius, 1809)
23468;3742;HTRIHIS;301316;Histrio raninus;NON;3742;315400000;Espèce;19185;3247;(Tilesius, 1809)
23469;3742;HTRIHIS;301299;Antennarius raninus;NON;3742;315400000;Espèce;19185;3247;(Tilesius, 1809)
23470;3742;HTRIHIS;301372;Lophius raninus;NON;3742;315400000;Espèce;19185;4697;Tilesius, 1809
23471;3742;HTRIHIS;301344;Lophius cocinsinensis;NON;3742;315400000;Espèce;19185;4562;Shaw & Nodder, 1812
23472;3742;HTRIHIS;317111;Chironectes variegatus;NON;3742;315400000;Espèce;19185;196;Rafinesque, 1814
23473;3742;HTRIHIS;320851;Pterophryne variegatus;NON;3742;315400000;Espèce;19185;575;(Rafinesque, 1814)
23474;3742;HTRIHIS;400696;Lophius gibba;NON;3742;315400000;Espèce;19185;1162;Mitchill, 1815
23475;3742;HTRIHIS;320844;Pterophryne gibba;NON;3742;315400000;Espèce;19185;666;(Mitchill, 1815)
23476;3742;HTRIHIS;301263;Antennarius gibbus;NON;3742;315400000;Espèce;19185;666;(Mitchill, 1815)
23477;3742;HTRIHIS;320852;Pterophrynoides gibbus;NON;3742;315400000;Espèce;19185;666;(Mitchill, 1815)
23478;3742;HTRIHIS;317087;Chironectes gibbus;NON;3742;315400000;Espèce;19185;666;(Mitchill, 1815)
23479;3742;HTRIHIS;400698;Historio gibbus;NON;3742;315400000;Espèce;19185;666;(Mitchill, 1815)
23480;3742;HTRIHIS;301352;Lophius gibbus;NON;3742;315400000;Espèce;19185;1162;Mitchill, 1815
23481;3742;HTRIHIS;400697;Peterophryne gibbo;NON;3742;315400000;Espèce;19185;666;(Mitchill, 1815)
23482;3742;HTRIHIS;320846;Pterophryne laevigata;NON;3742;315400000;Espèce;19185;609;(Cuvier, 1817)
23483;3742;HTRIHIS;317090;Chironectes laevigatus;NON;3742;315400000;Espèce;19185;100;Cuvier, 1817
23484;3742;HTRIHIS;301358;Lophius laevigatus;NON;3742;315400000;Espèce;19185;609;(Cuvier, 1817)
23485;3742;HTRIHIS;301274;Antennarius laevigatus;NON;3742;315400000;Espèce;19185;609;(Cuvier, 1817)
28503;3742;HTRIHIS;301356;Lophius histrio;NON;3742;315400000;Espèce;19185;1;Linnaeus, 1758
28504;3742;HTRIHIS;301268;Antennarius histrio;NON;3742;315400000;Espèce;19185;62;(Linnaeus, 1758)
28505;3742;HTRIHIS;317089;Chironectes histrio;NON;3742;315400000;Espèce;19185;62;(Linnaeus, 1758)
28506;3742;HTRIHIS;320853;Pterophrynoides histrio;NON;3742;315400000;Espèce;19185;62;(Linnaeus, 1758)
28507;3742;HTRIHIS;320845;Pterophryne histrio;NON;3742;315400000;Espèce;19185;62;(Linnaeus, 1758)
28508;3742;HTRIHIS;400694;Pterophryne historio;NON;3742;315400000;Espèce;19185;62;(Linnaeus, 1758)
28509;3742;HTRIHIS;320850;Pterophryne tumida;NON;3742;315400000;Espèce;19185;83;(Linnaeus, 1766)
20509;5067;FMCHAUN;125488;Chaunacidae;OUI;5067;315401000;Famille;17500;752;Gill, 1863
