IDENTIFIANT_TAXON_HARMONIE;CODE_PERMANENT_REFTAX;CODE_MNEMONIQUE_REFTAX;APHIA_ID_WORMS;NOM_VALIDE;EST_REFERENT;CODE_LIEN_REFERENT_SYNONYME;NUMERO_D_ORDRE_SYSTEMATIQUE;NIVEAU_SYSTEMATIQUE;IDENTIFIANT_TAXON_PERE;IDENTIFIANT_AUTEUR_DATE;AUTEUR_DATE
34561;7637;UU;;Biota;OUI;7637;1;Biota;;;
17748;2295;RGARCHA;8;Archaea;OUI;2295;1920000;Règne;34561;1011;Woese, Kandler & Wheelis, 1990
17749;2292;RGBACTE;6;Bacteria;OUI;2292;2000000;Règne;34561;;
31021;2292;RGBACTE;147415;Monera;NON;2292;2000000;Règne;34561;;
31023;7639;MBFIRMI;377975;Firmicutes;OUI;7639;2001000;Embranchement;17749;;
37330;12600;MBTENER;567359;Tenericutes;OUI;12600;2005000;Embranchement;17749;6727;Murray, 1984
31024;7638;CLMOLLI;567360;Mollicutes;OUI;7638;2005100;Classe;37330;6615;Edward & Freundt, 1967
17755;2302;ORMYCOP;567365;Mycoplasmatales;OUI;2302;2005110;Ordre;31024;6616;Freundt, 1955
21424;7144;SGGRACI;146536;Gracilicutes;OUI;7144;2010000;Sous-règne;17749;;
31025;7605;MBCYANO;146537;Cyanobacteria;OUI;7605;2015000;Embranchement;21424;6971;Stanier ex Cavalier-Smith, 2002
21425;7145;CLCYANO;146542;Cyanophyceae;OUI;7145;2101100;Classe;31025;4527;Schaffner, 1909
37331;12601;MBCHLAM;564164;Chlamydiae;OUI;12601;2104000;Embranchement;17749;;
37332;12602;CLCHLAM;564165;Chlamydiia;OUI;12602;2104500;Classe;37331;6728;Horn, 2011
37327;12597;ORCHLAM;564166;Chlamydiales;OUI;12597;2105000;Ordre;37332;6726;Storz & Page, 1971
17754;2301;FMCLAMY;564167;Chlamydiaceae;OUI;2301;2111100;Famille;37327;1013;Rake, 1957
23636;2301;FMCLAMY;296334;Chlamydies;NON;2301;2111100;Famille;37327;;
22074;7285;MBPROTE;178054;Proteobacteria;OUI;7285;2200000;Embranchement;17749;;
37328;12598;CLALPHA;392750;Alphaproteobacteria;OUI;12598;2210000;Classe;22074;;
37329;12599;ORRICKE;570969;Rickettsiales;OUI;12599;2215000;Ordre;37328;;
22073;7284;CLGAMMA;393018;Gammaproteobacteria;OUI;7284;2250000;Classe;22074;;
22075;7286;ORVIBRI;393078;Vibrionales;OUI;7286;2300000;Ordre;22073;;
17746;2293;FMVIBRI;393079;Vibrionaceae;OUI;2293;2310000;Famille;22075;1010;Véron, 1965
38596;13850;GRIM;571514;Grimontia;OUI;13850;2310300;Genre;17746;7352;Thompson, Hoste, Vandemeulebroecke & Swings, 2003
38597;2580;GRIMHOL;889881;Grimontia hollisae;OUI;2580;2310430;Espèce;38596;7290;(Hickman et al., 1982)
18031;2580;GRIMHOL;;Vibrio hollisae;NON;2580;2310430;Espèce;38596;7290;(Hickman et al., 1982)
38593;13847;LIST;571515;Listonella;OUI;13847;2310500;Genre;17746;7351;MacDonell & Colwell, 1985
38594;2574;LISTANG;889990;Listonella anguillara;OUI;2574;2310505;Espèce;38593;7291;(Bergeman, 1909) MacDonell & Colwell, 1985
18025;2574;LISTANG;;Vibrio anguillarum;NON;2574;2310505;Espèce;38593;7291;(Bergeman, 1909) MacDonell & Colwell, 1985
18028;2577;LISTDAM;;Vibrio damsela;NON;2577;2310530;Espèce;38593;7292;(Love, Teebken-Fisher, Hose, Farmer, Hickman & Fanning, 1981) MacDonell & Colwell, 1985
38595;2577;LISTDAM;889992;Listonella damsela;OUI;2577;2310530;Espèce;38593;7292;(Love, Teebken-Fisher, Hose, Farmer, Hickman & Fanning, 1981) MacDonell & Colwell, 1985
17747;2294;VIBR;480248;Vibrio;OUI;2294;2311000;Genre;17746;4334;Pacini, 1854
18024;2573;VIBRALG;480251;Vibrio alginolyticus;OUI;2573;2400000;Espèce;17747;3152;(Miyamoto, Nakamura & Takizawa, 1961) Sakazaki, 1968
18026;2575;VIBRCHN;395085;Vibrio cholerae non-01;OUI;2575;2600000;Espèce;17747;4334;Pacini, 1854
18027;2576;VIBRCHO;395085;Vibrio cholerae 01;OUI;2576;2700000;Espèce;17747;4334;Pacini, 1854
18029;2578;VIBRFLU;;Vibrio fluvialis;OUI;2578;2900000;Espèce;17747;;
18030;2579;VIBRHAR;480249;Vibrio harveyi;OUI;2579;3000000;Espèce;17747;3087;(Johnson & Shunk, 1936) Baumann & Baumann, 1981
18032;2581;VIBRMET;;Vibrio metschnikovii;OUI;2581;3200000;Espèce;17747;;
18033;2582;VIBRMIM;;Vibrio mimicus;OUI;2582;3300000;Espèce;17747;;
18034;2583;VIBRPAR;422811;Vibrio parahaemolyticus;OUI;2583;3400000;Espèce;17747;4506;Sakazaki, Iwanami & Fukumi, 1963
18035;2584;VIBRVUL;395086;Vibrio vulnificus;OUI;2584;3500000;Espèce;17747;3198;(Reichelt, Baumann & Baumann, 1979) Farmer, 1980
17750;2297;VIBRCAR;;Vibrio carchariae;OUI;2297;3600000;Espèce;17747;;
17751;2298;VIBRSPL;570802;Vibrio splendidus;OUI;2298;3700000;Espèce;17747;6592;Reichelt, Baumann & Baumann, 1976
17752;2299;VIBRP01;;Vibrio P1;OUI;2299;3800000;Espèce;17747;;
17742;2288;RGVIRUS;10;Viruses;OUI;2288;3900000;Règne;34561;1008;Margulis & Schwartz, 1998
37151;12417;ORHERPE;600000;Herpesvirales;OUI;12417;3906000;Ordre;17742;;
17743;2289;FMHERPE;600007;Herpesviridae;OUI;2289;3910000;Famille;37151;;
19433;3989;OSTH;;Oyster herpes virus;OUI;3989;3911000;Genre;17743;;
17745;2291;OSTHTY1;;Oyster herpes virus type 1;OUI;2291;3912000;Espèce;19433;;
17744;2290;FMIRIDO;600022;Iridoviridae;OUI;2290;3920000;Famille;17742;;
31027;7606;RGPROTO;5;Protozoa;OUI;7606;4200000;Règne;34561;6617;Owen, 1858
36304;11647;SGSARCO;582160;Sarcomastigota;OUI;11647;4205000;Sous-règne;31027;;
31028;7617;MBAMOEB;391848;Amoebozoa;OUI;7617;4210001;Embranchement;36304;6972;Lühe, 1913, emend. Cavalier-Smith, 1998
36360;11702;SBLOBOS;582168;Lobosa;OUI;11702;4210500;Sous-embranchement = Division (Plantae);31028;;
36320;7618;CLTUBUL;582188;Tubulinea;OUI;7618;4211001;Classe;36360;6973;Smirnov et al., 2005
31029;7618;CLTUBUL;163072;Lobosea;NON;7618;4211001;Classe;36360;;
36302;11645;SGEOZOA;582159;Eozoa;OUI;11645;5000000;Sous-règne;31027;;
36303;11646;IGEXCAV;536210;Excavata;OUI;11646;5100000;Infra-règne;36302;6213;Cavalier-Smith
31035;7611;MBMETAM;562592;Metamonada;OUI;7611;5310000;Embranchement;36303;;
31036;7612;SBTRICH;562594;Trichozoa;OUI;7612;5311000;Sous-embranchement = Division (Plantae);31035;;
38724;13978;UCEOPHA;582174;Eopharyngia;OUI;13978;5311050;Super-classe;31036;;
31037;7613;CLTREPO;562609;Trepomonadea;OUI;7613;5311100;Classe;38724;4895;Wenyon, 1926
17761;7613;CLTREPO;;Diplomonadida;NON;7613;5311100;Ordre;38724;;
38725;13979;SCDIPLO;562604;Diplozoa;OUI;13979;5311104;Sous-classe;31037;7404;Grassé, 1952
31038;7614;ORDISTO;562612;Distomatida;OUI;7614;5311110;Ordre;38725;4895;Wenyon, 1926
31039;7615;FMHEXAM;562616;Hexamitidae;OUI;7615;5311111;Famille;31038;4869;Kent, 1880
19441;3998;HEXM;562618;Hexamita;OUI;3998;5320000;Genre;31039;3671;Dujardin, 1838
17762;2309;HEXMINF;428666;Hexamita inflata;OUI;2309;5400000;Espèce;19441;3670;Dujardin, 1841
34535;7155;RGCHROM;148740;Stramenopila;NON;7155;6000000;Règne;34561;;
21435;7155;RGCHROM;7;Chromista;OUI;7155;6000000;Règne;34561;;
36298;11641;SGHAROS;582419;Harosa;OUI;11641;6100000;Sous-règne;21435;;
36299;11642;IGRHIZA;582420;Rhizaria;OUI;11642;7000000;Infra-règne;36298;;
36479;11821;MBFORAM;1410;Foraminifera;OUI;11821;7050000;Embranchement;36299;;
31040;7623;MBCERCO;562852;Cercozoa;OUI;7623;7100000;Embranchement;36299;3641;Desportes & Ginsburger-Vogel, 1977
31041;7624;SBENDOM;562853;Endomyxa;OUI;7624;7200000;Sous-embranchement = Division (Plantae);31040;3641;Desportes & Ginsburger-Vogel, 1977
17785;2333;CLASCET;562854;Ascetosporea;OUI;2333;7300000;Classe;31041;3641;Desportes & Ginsburger-Vogel, 1977
31042;7626;ORPARAM;562855;Paramyxida;OUI;7626;7310000;Ordre;17785;;
31043;7625;FMMARTE;562856;Marteiliidae;OUI;7625;7311000;Famille;31042;4890;Sprague, 1979
15464;4;MART;395090;Marteilia;OUI;4;7600000;Genre;31043;3861;Grizel, Comps, Bonami, Cousserans, Duthoit & Le Pennec, 1974
17788;2336;MARTLEN;563550;Marteilia lengehi;OUI;2336;7700000;Espèce;15464;3541;Comps, 1976
34540;2336;MARTLEN;563550;Marteilia lengheyi;NON;2336;7700000;Espèce;15464;;
34541;5;MARTREF;;Marteilia maurini;NON;5;7900000;Espèce;15464;6707;Le Roux, Lorenzo, Peyret, Audemard, Figueras, Vivarès, Gouy & Berthe, 2001
15465;5;MARTREF;395091;Marteilia refringens;OUI;5;7900000;Espèce;15464;3861;Grizel, Comps, Bonami, Cousserans, Duthoit & Le Pennec, 1974
17790;2338;MARTSYD;563551;Marteilia sydneyi;OUI;2338;8000000;Espèce;15464;4378;Perkins & Wolf, 1976
31044;7628;ORHAPLI;562861;Haplosporida;OUI;7628;8050000;Ordre;17785;;
31045;7627;FMHAPLO;562866;Haplosporiidae;OUI;7627;8100000;Famille;31044;3491;Caullery & Mesnil, 1905
17791;2339;HAPS;391857;Haplosporidium;OUI;2339;8111000;Genre;31045;4149;Lühe, 1900
17792;2340;HAPSARM;395092;Haplosporidium armoricanum;OUI;2340;8200000;Espèce;17791;3257;(Van Banning, 1977)
17793;2341;HAPSCOS;394948;Haplosporidium costale;OUI;2341;8300000;Espèce;17791;4794;Wood & Andrews, 1962
17794;2342;HAPSNEL;394949;Haplosporidium nelsoni;OUI;2342;8400000;Espèce;17791;3904;Haskin, Stauber & Mackin, 1966
15462;2;BONA;246870;Bonamia;OUI;2;8600000;Genre;31045;4409;Pichot, Comps, Tigé, Grizel & Rabouin, 1980
15463;3;BONAOST;246871;Bonamia ostreae;OUI;3;8700000;Espèce;15462;4409;Pichot, Comps, Tigé, Grizel & Rabouin, 1980
34544;2347;BONAROU;563866;Mikrocystos roughleyi;NON;2347;8701000;Espèce;15462;3731;Farley, Wolf & Elston, 1988
17799;2347;BONAROU;563564;Bonamia roughleyi;OUI;2347;8701000;Espèce;15462;3023;(Farley, Wolf & Elston, 1988)
17796;2344;BONASP1;246870;Bonamia sp1;OUI;2344;8800000;Espèce;15462;4409;Pichot, Comps, Tigé, Grizel & Rabouin, 1980
17797;2345;MIKR;562867;Mikrocystos;OUI;2345;8805000;Genre;31045;3731;Farley, Wolf & Elston, 1988
17798;2346;MIKRMAC;563576;Mikrocystos mackini;OUI;2346;8805100;Espèce;17797;3731;Farley, Wolf & Elston, 1988
19778;4335;IGALVEO;536209;Alveolata;OUI;4335;9000000;Infra-règne;36298;6213;Cavalier-Smith
34538;2306;MBMYSOZ;;Mastigophora;NON;2306;9100000;Embranchement;19778;;
17759;2306;MBMYSOZ;450030;Myzozoa;OUI;2306;9100000;Embranchement;19778;6214;Cavalier-Smith & Chao
31032;7621;SBDINOZ;562620;Dinozoa;OUI;7621;9200000;Sous-embranchement = Division (Plantae);17759;;
21428;7149;IBDINOF;19542;Dinophyceae;NON;7149;9300000;Classe;31032;4845;Fritsch, 1927
31033;7149;IBDINOF;146203;Dinoflagellata;OUI;7149;9300000;Infra-embranchement;31032;;
36305;11648;CLNOCTI;591143;Noctilucea;OUI;11648;9350000;Classe;31033;;
36306;7150;ORNOCTI;591144;Noctilucida;NON;7150;9360000;Ordre;36305;;
21429;7150;ORNOCTI;109393;Noctilucales;OUI;7150;9360000;Ordre;36305;4856;Haeckel, 1894
21430;7151;FMNOCTI;109418;Noctilucaceae;OUI;7151;9360500;Famille;21429;2347;Kent, 1881
20142;4699;NOCT;109500;Noctiluca;OUI;4699;9360600;Genre;21430;1850;Suriray, 1836
20143;4700;NOCTSCI;109921;Noctiluca scintillans;OUI;4700;9360650;Espèce;20142;3137;(Macartney) Kofoid & Swezy, 1921
31034;7620;IBPROTA;562623;Protalveolata;OUI;7620;9400000;Infra-embranchement;31032;;
34512;2314;CLPERKI;103337;Perkinsasida;NON;2314;9450000;Classe;31034;1016;Levine, 1978
17767;2314;CLPERKI;178968;Perkinsea;OUI;2314;9450000;Classe;31034;1016;Levine, 1978
30702;2315;ORPERKI;591142;Perkinsida;OUI;2315;9460000;Ordre;17767;;
17768;2315;ORPERKI;103338;Perkinsorida;NON;2315;9460000;Ordre;17767;1016;Levine, 1978
21431;7152;FMPERKI;103339;Perkinsidae;OUI;7152;9460500;Famille;30702;1016;Levine, 1978
17769;2316;PERK;103344;Perkinsus;OUI;2316;9460600;Genre;21431;1016;Levine, 1978
23645;2318;PERKMAR;178111;Dermocystidium marina;NON;2318;9460650;Espèce;17769;;
17771;2318;PERKMAR;562957;Perkinsus marinus;OUI;2318;9460650;Espèce;17769;3138;(Mackin, Owen & Collier) Levine, 1978
23644;2318;PERKMAR;;Labyrinthomixa marina;NON;2318;9460650;Espèce;17769;;
17770;2317;PERKOLS;103352;Perkinsus atlanticus;NON;2317;9460661;Espèce;17769;1017;Azevedo, 1989
17772;2317;PERKOLS;395021;Perkinsus olseni;NON;2317;9460661;Espèce;17769;3126;(Lester & Davis, 1981)
37623;2317;PERKOLS;625984;Perkinsus olsenii;OUI;2317;9460661;Espèce;17769;6855;Lester R.J.G. & Davis G.H.G., 1981
17766;2313;SBAPICO;22565;Apicomplexa;OUI;2313;9500000;Sous-embranchement = Division (Plantae);17759;;
34539;2320;IBSPORO;160613;Sporozoa;OUI;2320;9505000;Infra-embranchement;17766;6243;Leuckart, 1879
17773;12420;CLCONOI;394011;Conoidasida;OUI;12420;9510000;Classe;34539;;
23647;2326;SCCOCCI;;Coccidies;NON;2326;9515000;Classe;17773;;
36342;2326;SCCOCCI;582463;Coccidiasina;OUI;2326;9515000;Sous-classe;17773;;
17779;2326;SCCOCCI;562794;Coccidea;NON;2326;9515000;Classe;17773;;
17774;2321;SCGREGA;562672;Gregarinea;NON;2321;9530001;Classe;17773;;
36343;2321;SCGREGA;562673;Gregarinasina;OUI;2321;9530001;Sous-classe;17773;6222;Dufour, 1828
23646;2321;SCGREGA;;Grégarines;NON;2321;9530001;Classe;17773;;
17775;2322;OREUGRE;394869;Eugregarinorida;OUI;2322;9535000;Ordre;36343;4100;Léger, 1900
36297;11640;SOSEPTA;394870;Septatorina;OUI;11640;9560000;Sous-ordre;17775;2407;Lankester, 1885
17776;2323;FMPOROS;465333;Porosporidae;OUI;2323;9560500;Famille;36297;4077;Labbé, 1899
17777;2324;NEMA;390581;Nematopsis;OUI;2324;9560600;Genre;17776;4541;Schneider, 1892
17778;2325;NEMASP1;390581;Nematopsis sp1;OUI;2325;9560610;Espèce;17777;4541;Schneider, 1892
23651;2348;MBCILIO;;Ciliés;NON;2348;9800000;Embranchement;19778;;
17800;2348;MBCILIO;11;Ciliophora;OUI;2348;9800000;Embranchement;19778;;
36316;11659;SBINTRA;425401;Intramacronucleata;OUI;11659;9805000;Sous-embranchement = Division (Plantae);17800;6218;Lynn, 1996
36317;11660;IBVENTR;582434;Ventrata;OUI;11660;9810000;Infra-embranchement;36316;;
36318;11661;CLVENTR;341306;Phyllopharyngea;OUI;11661;9815000;Classe;36317;3628;de Puytorac, Batisse, Bohatier, Corliss, Deroux, Didier, Dragesco, Fryd-Versavel, Grain, Grollere, Horasse, Mode, Laval, Roque, Savoie & Tuffrau, 1974
38726;13980;SCRHYNC;425466;Rhynchodia;OUI;13980;9830000;Sous-classe;36318;3503;Chatton & Lwoff, 1921
17802;2350;ORRHYNC;1395;Rhynchodida;OUI;2350;9850000;Ordre;38726;3505;Chatton & Lwoff, 1939
17803;2351;FMSPHEN;134813;Sphenophryidae;OUI;2351;9850800;Famille;17802;3503;Chatton & Lwoff, 1921
34543;2352;CLOLIGO;;Hymenophorea;NON;2352;9860000;Classe;36317;;
17804;2352;CLOLIGO;162991;Oligohymenophorea;OUI;2352;9860000;Classe;36317;3628;de Puytorac, Batisse, Bohatier, Corliss, Deroux, Didier, Dragesco, Fryd-Versavel, Grain, Grollere, Horasse, Mode, Laval, Roque, Savoie & Tuffrau, 1974
17805;2353;SCPERIT;163067;Peritrichia;OUI;2353;9865000;Sous-classe;17804;4619;Stein, 1859
34542;2353;SCPERIT;;Peritrichida;NON;2353;9865000;Sous-classe;17804;;
38727;13981;ORMOBIL;232070;Mobilida;OUI;13981;9865500;Ordre;17805;7405;Kahl, 1933
17806;2354;FMTRICO;164126;Trichodinidae;OUI;2354;9866000;Famille;38727;3518;Claus, 1951
17807;2355;TRIH;164129;Trichodina;OUI;2355;9867000;Genre;17806;3690;Ehrenberg, 1830
31046;7610;SCSCUTI;414712;Scuticociliatia;OUI;7610;9870000;Sous-classe;17804;6219;Small, 1967
31047;7609;ORTHIGM;414713;Thigmotrichida;OUI;7609;9880000;Ordre;31046;3504;Chatton & Lwoff, 1922
31048;7608;FMANCIS;163167;Ancistridae;OUI;7608;9880100;Famille;31047;3968;Issel, 1903
31049;7607;PROA;425594;Protophrya;OUI;7607;9880150;Genre;31048;4057;Kofoid, 1903
23650;2332;PROAOVI;;Chytridiopsis ovicola;NON;2332;9880157;Espèce;31049;;
34545;2332;PROAOVI;564947;Steinhausia ovicola;NON;2332;9880157;Espèce;31049;6686;(Léger & Hollande, 1917)
17784;2332;PROAOVI;427155;Protophrya ovicola;OUI;2332;9880157;Espèce;31049;4057;Kofoid, 1903
31051;7630;IGHETER;368898;Heterokonta;OUI;7630;10000000;Infra-règne;36298;;
31052;7156;MBOCHRO;370437;Heterokontophyta;NON;7156;10200000;Embranchement;31051;4229;Moestrup
21436;7156;MBOCHRO;345465;Ochrophyta;OUI;7156;10200000;Embranchement;31051;3492;Cavalier-Smith, 1995
36300;11643;SBOCHRO;576884;Khakista;OUI;11643;10300000;Sous-embranchement = Division (Plantae);21436;;
30706;4340;CLBACIL;;Diatomeae;NON;4340;10350000;Classe;36300;;
36315;4340;CLBACIL;148899;Bacillariophyceae;OUI;4340;10350000;Classe;36300;6217;Haeckel, 1878
19783;4340;CLBACIL;148898;Bacillariophyta;NON;4340;10350000;Embranchement;31051;;
36301;11644;SBPHAEI;588641;Phaeista;OUI;11644;10400000;Sous-embranchement = Division (Plantae);21436;;
38728;13982;IBLIMNI;591205;Limnista;OUI;13982;10440000;Infra-embranchement;36301;;
38729;13983;UCFUCIS;588642;Fucistia;OUI;13983;10445000;Super-classe;38728;;
34536;3387;CLPHAEO;829;Phaeophyta;NON;3387;10550000;Classe;38729;6696;Wettstein R.
18833;3387;CLPHAEO;830;Phaeophyceae;OUI;3387;10550000;Classe;38729;4039;Kjellman, 1891
34562;7736;ORFUCAL;844;Fucales;OUI;7736;10600000;Ordre;18833;4829;Bory de Saint-Vincent, 1827
34563;7738;FMFUCAC;143723;Fucaceae;OUI;7738;10605000;Famille;34562;4827;Adanson, 1763
16785;1331;ASCO;144128;Ascophyllum;OUI;1331;10620000;Genre;34563;670;Stackhouse, 1809
19787;4344;ASCONOD;145541;Ascophyllum nodosum;OUI;4344;10621000;Espèce;16785;3130;(Linnaeus) Le Jolis, 1863
19774;4331;FUCU;144129;Fucus;OUI;4331;10650000;Genre;34563;1067;Linnaeus, 1753
19776;4333;FUCUSER;145546;Fucus serratus;OUI;4333;10700000;Espèce;19774;1067;Linnaeus, 1753
19775;4332;FUCUVES;145548;Fucus vesiculosus;OUI;4332;10800000;Espèce;19774;1067;Linnaeus, 1753
34564;7734;FMSARGA;143725;Sargassaceae;OUI;7734;10850000;Famille;34562;1789;Kützing, 1843
37423;12688;CYST;144126;Cystoseira;OUI;12688;10860000;Genre;34564;1398;Agardh C., 1820
37424;12689;CYSTCOM;145511;Cystoseira compressa;OUI;12689;10861000;Espèce;37423;6771;(Esper) Gerloff & Nizamuddin, 1975
18834;3388;SRGS;144132;Sargassum;OUI;3388;10900000;Genre;34564;1398;Agardh C., 1820
18835;3389;TURB;206630;Turbinaria;OUI;3389;11000000;Genre;34564;4862;Lamouroux J.V., 1825
34565;7737;ORLAMIN;845;Laminariales;OUI;7737;11045000;Ordre;18833;4876;Migula, 1909
34566;7735;FMLAMIN;143755;Laminariaceae;OUI;7735;11050000;Famille;34565;4830;Bory, 1827
19784;4341;LAMI;144199;Laminaria;OUI;4341;11100000;Genre;34566;843;Lamouroux J.V., 1813
19785;4342;LAMIDIG;145724;Laminaria digitata;OUI;4342;11200000;Espèce;19784;1723;(Hudson) J.V. Lamouroux, 1813
19786;4343;LAMIHYP;145725;Laminaria hyperborea;OUI;4343;11300000;Espèce;19784;5323;(Gunnerus) Foslie, 1884
34567;7739;FMALARI;143753;Alariaceae;OUI;7739;11500000;Famille;34565;4889;Setchell & Gardner, 1925
17885;2433;UNDA;144196;Undaria;OUI;2433;11600000;Genre;34567;1068;Suringar, 1873
19788;4345;UNDAPIN;145721;Undaria pinnatifida;OUI;4345;11700000;Espèce;17885;6974;(Harvey) Suringar, 1873
17756;2303;RGFUNGI;4;Fungi;OUI;2303;11800000;Règne;34561;1014;(Linnaeus, 1753)
37209;2327;MBMICRO;391932;Microsporidia;OUI;2327;11801000;Embranchement;17756;;
17780;2327;MBMICRO;391931;Microspora;NON;2327;11801000;Embranchement;17756;;
37210;12478;CLMICRO;391980;Microsporea;OUI;12478;11803000;Classe;37209;6533;Delphy, 1963
38719;13973;SCDIHAP;889904;Dihaplophasea;OUI;13973;11803200;Sous-classe;37210;;
38720;13974;ORDISSO;889913;Dissociodihaplophasida;OUI;13974;11803400;Ordre;38719;;
38721;13975;FMPSEUO;559162;Pseudopleistophoridae;OUI;13975;11803500;Famille;38720;7403;Sprague, 1977
30703;;ORMICRA;391981;Microsporida;OUI;12560;11803500;Ordre;37210;6591;Balbani, 1892
17782;2330;STEI;559168;Steinhausia;OUI;2330;11803570;Genre;38721;6535;Sprague, Ormières & Manier, 1972
37211;12479;ORMINIS;564945;Minisporida;OUI;12479;11804000;Ordre;37210;6534;Sprague, 1972
37212;12480;FMCHYTR;564946;Chytridiopsidae;OUI;12480;11805000;Famille;37211;6535;Sprague, Ormières & Manier, 1972
17783;2331;STEIMYT;559169;Steinhausia mytilovum;OUI;2331;11811000;Espèce;17782;3025;(Field, 1924) Sprague, Ormières & Manier
23649;2331;STEIMYT;;Chytridiopsis mytilovum;NON;2331;11811000;Espèce;17782;;
37208;12476;CLFUNGIS;177372;Fungi incertae sedis;OUI;12476;11905000;Classe;17756;;
19403;3959;OSTC;100233;Ostracoblabe;OUI;3959;11910000;Genre;37208;6532;Bornet & Flahault, 1891
17757;2304;OSTCIMP;100534;Ostracoblabe implexa;OUI;2304;11911000;Espèce;19403;1015;Born & Flahault
18829;3383;RGPLANT;3;Plantae;OUI;3383;12000000;Règne;34561;6618;Haeckel, 1866
19780;4337;SGVIRID;368663;Viridaeplantae;OUI;4337;12000010;Sous-règne;18829;;
18830;3384;MBCHLOR;801;Chlorophyta;OUI;3384;12200000;Embranchement;19780;6586;Pascher, 1914
19782;4339;CLULVOP;146216;Ulvophyceae;OUI;4339;12241000;Classe;18830;1718;Mattox K.R. & Stewart K.D., 1978
21437;4339;CLULVOP;368675;Bryopsidophyceae;NON;4339;12241000;Classe;18830;6588;Bessey, 1907
36693;11989;FMVALON;143780;Valoniaceae;OUI;11989;12241025;Famille;36692;6375;Kützing, 1849
36694;11990;VALO;144267;Valonia;OUI;11990;12241030;Genre;36693;6373;Agardh C., 1823
36692;11988;ORSIPHN;22974;Siphonocladales;OUI;11988;12241040;Ordre;19782;6374;(Blackman & Tansley) Oltmanns
21442;7162;ORULVAL;827;Ulvales;OUI;7162;12241050;Ordre;19782;2348;Blackman & Tansley, 1902
21443;7163;FMULVAL;143794;Ulvaceae;OUI;7163;12241060;Famille;21442;6589;Lamouroux J.V. ex Dumortier, 1822
17884;2432;ULVA;144296;Ulva;OUI;2432;12241100;Genre;21443;1067;Linnaeus, 1753
19796;4353;ULVALAC;145984;Ulva lactuca;OUI;4353;12241110;Espèce;17884;1067;Linnaeus, 1753
19781;4338;CLCHLOR;802;Chlorophyceae;OUI;4338;12242000;Classe;18830;6587;Wille, 1884
38581;2329;ORSPHAE;558965;Sphaeropleales;OUI;2329;12242010;Ordre;19781;7345;Luerssen, 1877
17781;2329;ORSPHAE;22971;Microsporales;NON;2329;12242010;Ordre;19781;6590;Bohlin, 1901
21432;7153;FMMICRA;143757;Microsporaceae;OUI;7153;12242070;Famille;38581;;
21440;7160;ORBRYOP;808;Bryopsidales;OUI;7160;12242125;Ordre;19782;6619;Schaffner J.H., 1922
21441;7161;FMCAULE;143668;Caulerpaceae;OUI;7161;12242129;Famille;21440;1789;Kützing, 1843
18831;3385;CAUL;143816;Caulerpa;OUI;3385;12242130;Genre;21441;1397;Lamouroux J.V., 1809
36697;11993;CODIBUR;145079;Codium bursa;OUI;11993;12242137;Espèce;36696;6376;(Olivi) C.Agardh, 1817
36695;11991;FMCODIA;143689;Codiaceae;OUI;11991;12242140;Famille;21440;1789;Kützing, 1843
36696;11992;CODI;143999;Codium;OUI;11992;12242145;Genre;36695;724;Stackhouse, 1797
37427;12691;CODIVER;145093;Codium vermilara;OUI;12691;12242148;Espèce;36696;6773;(Olivi) Delle Chiaje, 1829
21439;7159;FMHALIM;368715;Halimedaceae;OUI;7159;12242150;Famille;21440;6620;Link, 1832
18832;3386;HALM;143820;Halimeda;OUI;3386;12242200;Genre;21439;4861;Lamouroux J.V., 1812
37515;12775;IGSTREP;536191;Streptophyta;OUI;12775;12245000;Infra-règne;19780;6812;John, Williamson & Guiry, 2011
37516;12776;MBTRACH;596326;Tracheophyta;OUI;12776;12246000;Embranchement;37515;6813;Sinnott ex Cavalier-Smith, 1998
37517;12777;SDSPERM;596331;Spermatophytina;OUI;12777;12246500;Sous-division;37516;;
38730;13984;CLMAGNO;182757;Magnoliopsida;OUI;13984;12246700;Classe;37517;;
37519;12779;UOLILIA;449895;Lilianae;OUI;12779;12248000;Super-ordre;38730;6815;Takht., 1967
37520;12780;ORALISM;153491;Alismatales;OUI;12780;12248700;Ordre;37519;6816;R.Br. ex Bercht. & J. Presl, 1820
37521;12781;FMPOSID;143769;Posidoniaceae;OUI;12781;12248900;Famille;37520;6817;Lotsy
37522;12782;POSI;144232;Posidonia;OUI;12782;12248950;Genre;37521;6818;König, 1805
37523;12783;POSIOCE;145794;Posidonia oceanica;OUI;12783;12249060;Espèce;37522;6811;(Linnaeus) Delile, 1813
21433;7147;SGBILIP;368662;Biliphyta;OUI;7147;12250000;Sous-règne;18829;;
19779;4336;MBRHODO;852;Rhodophyta;OUI;4336;12300000;Embranchement;21433;1717;Wettstein, 1901
21457;4336;MBRHODO;21263;Rhodophyceae;NON;4336;12300000;Classe;21433;7397;Ruprecht, 1851
37285;12554;SDEURHO;493826;Eurhodophytina;OUI;12554;12301000;Sous-division;19779;6584;Saunders & Hommersand
21450;7170;CLFLORI;368670;Florideophyceae;OUI;7170;12303000;Classe;37285;2353;Cronquist, 1960
38731;13985;SCNEMAL;368690;Nemaliophycidae;OUI;13985;12303200;Sous-classe;21450;;
21447;7167;ORPALMA;878;Palmariales;OUI;7167;12303300;Ordre;38731;;
