RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,DateofCalculation
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C92006,6,1992,10,3,0845,-9,30,D,51.1363,2.3580,51.1403,2.4000,31F2,23,V,C926,1,1,C,3.5000,-9,-9,2662,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C92007,7,1992,10,3,0957,-9,30,D,51.1833,2.3863,51.2050,2.4000,31F2,21,V,C927,1,1,C,3.5000,-9,-9,2894,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C92008,8,1992,10,3,1132,-9,30,D,51.1227,2.2000,51.1393,2.2257,31F2,24,V,C928,1,1,C,3.5000,-9,-9,2882,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C92009,9,1992,10,3,1409,-9,30,D,51.0187,1.7863,51.0343,1.8333,31F1,37,V,C929,1,1,C,3.5000,-9,-9,3559,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C92010,10,1992,10,7,0746,-9,30,D,50.6873,1.5237,50.6590,1.5383,30F1,31,V,C9210,1,1,C,3.5000,-9,-9,2932,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C92011,11,1992,10,7,0903,-9,30,D,50.5913,1.5197,50.5697,1.5080,30F1,30,V,C9211,1,1,C,3.5000,-9,-9,2840,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93025,25,1993,10,15,1328,-9,30,D,50.1040,0.5520,50.1070,0.5883,29F0,37,V,C9325,1,1,C,3.5000,-9,-9,2788,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93026,26,1993,10,15,1543,-9,30,D,49.9737,0.7550,49.9747,0.7903,28F0,27,V,C9326,1,1,C,3.5000,-9,-9,2627,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93027,27,1993,10,16,1045,-9,30,D,49.8687,0.4020,49.8667,0.3550,28F0,34,V,C9327,1,1,C,3.5000,-9,-9,3245,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93028,28,1993,10,16,1238,-9,30,D,49.9000,0.5217,49.9020,0.5550,28F0,32,V,C9328,1,1,C,3.5000,-9,-9,2412,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93029,29,1993,10,18,1552,-9,30,D,50.3727,0.7530,50.3833,0.7873,29F0,40,V,C9329,1,1,C,3.5000,-9,-9,2589,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93030,30,1993,10,19,0720,-9,30,D,50.8560,0.7863,50.8697,0.8197,30F0,18,V,C9330,1,1,C,3.5000,-9,-9,2673,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93022,22,1993,10,13,1435,-9,30,D,50.1500,0.9343,50.1540,0.9707,29F0,30,V,C9322,1,1,C,3.5000,-9,-9,2827,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93023,23,1993,10,13,1649,-9,30,D,50.0167,1.0737,50.0060,1.0373,29F1,24,V,C9323,1,1,C,3.5000,-9,-9,2837,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93024,24,1993,10,15,0948,-9,30,D,49.9923,1.2070,49.9747,1.1737,28F1,23,V,C9324,1,1,C,3.5000,-9,-9,3134,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93001,1,1993,10,6,1254,-9,30,D,50.7893,1.5560,50.7707,1.5580,30F1,26,V,C931,1,1,C,3.5000,-9,-9,2235,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93002,2,1993,10,6,1510,-9,30,D,50.9363,1.6510,50.9207,1.6257,30F1,31,V,C932,1,1,C,3.5000,-9,-9,2177,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93003,3,1993,10,7,0924,-9,30,D,51.0913,2.2090,51.1020,2.2550,31F2,24,V,C933,1,1,C,3.5000,-9,-9,3112,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93004,4,1993,10,7,1117,-9,30,D,51.1413,2.3863,51.1580,2.4217,31F2,19,V,C934,1,1,C,3.5000,-9,-9,3154,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93005,5,1993,10,7,1318,-9,30,D,51.2050,2.3913,51.1833,2.3863,31F2,24,V,C935,1,1,C,3.5000,-9,-9,2838,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93006,6,1993,10,7,1510,-9,30,D,51.1403,2.2353,51.1247,2.2070,31F2,24,V,C936,1,1,C,3.5000,-9,-9,2412,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93007,7,1993,10,8,0713,-9,30,D,51.0187,1.7853,51.0333,1.8257,31F1,32,V,C937,1,1,C,3.5000,-9,-9,3476,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93008,8,1993,10,8,0845,-9,30,D,51.0923,1.8383,51.1060,1.8747,31F1,31,V,C938,1,1,C,3.5000,-9,-9,2973,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93009,9,1993,10,8,1234,-9,30,D,50.8363,1.3257,50.8677,1.3413,30F1,31,V,C939,1,1,C,3.5000,-9,-9,3496,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93010,10,1993,10,9,0746,-9,32,D,50.6020,1.4530,50.5717,1.4257,30F1,30,V,C9310,1,1,C,3.5000,-9,-9,3553,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93011,11,1993,10,10,0836,-9,30,D,50.6580,1.0020,50.6697,1.0393,30F1,44,V,C9311,1,1,C,3.5000,-9,-9,2965,200,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93012,12,1993,10,10,1040,-9,30,D,50.5363,0.8853,50.5413,0.9237,30F0,37,V,C9312,1,1,C,3.5000,-9,-9,3084,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93013,13,1993,10,10,1421,-9,24,D,50.5747,1.5090,50.6010,1.5217,30F1,26,V,C9313,1,1,C,3.5000,-9,-9,2508,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93014,14,1993,10,10,1545,-9,30,D,50.6873,1.5247,50.6580,1.5383,30F1,27,V,C9314,1,1,C,3.5000,-9,-9,3075,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93015,15,1993,10,12,0938,-9,30,D,50.4737,1.5383,50.4510,1.5353,29F1,17,V,C9315,1,1,C,3.5000,-9,-9,2984,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93016,16,1993,10,12,1130,-9,30,D,50.4550,1.4353,50.4353,1.4090,29F1,29,V,C9316,1,1,C,3.5000,-9,-9,2854,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93017,17,1993,10,12,1250,-9,30,D,50.4247,1.3550,50.4413,1.3843,29F1,29,V,C9317,1,1,C,3.5000,-9,-9,2644,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93018,18,1993,10,12,1511,-9,30,D,50.3000,1.1677,50.3090,1.2030,29F1,31,V,C9318,1,1,C,3.5000,-9,-9,3090,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93019,19,1993,10,13,0810,-9,30,D,50.1010,1.3923,50.0863,1.3570,29F1,17,V,C9319,1,1,C,3.5000,-9,-9,3004,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93020,20,1993,10,13,0957,-9,30,D,50.2070,1.4333,50.1923,1.3883,29F1,18,V,C9320,1,1,C,3.5000,-9,-9,3313,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93021,21,1993,10,13,1232,-9,30,D,50.1893,1.1667,50.2177,1.1863,29F1,26,V,C9321,1,1,C,3.5000,-9,-9,3177,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93054,54,1993,10,28,1043,-9,30,D,49.4560,-0.6727,49.4540,-0.6363,27E9,31,V,C9354,1,1,C,3.5000,-9,-9,2794,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93055,55,1993,10,28,1305,-9,30,D,49.4520,-0.9353,49.4510,-0.9000,27E9,27,V,C9355,1,1,C,3.5000,-9,-9,2656,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93056,56,1993,10,28,1430,-9,30,D,49.4217,-0.9913,49.4207,-0.9560,27E9,23,V,C9356,1,1,C,3.5000,-9,-9,2657,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93057,57,1993,10,28,1544,-9,30,D,49.4227,-1.0737,49.4393,-1.1060,27E8,18,V,C9357,1,1,C,3.5000,-9,-9,2944,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93058,58,1993,10,28,1710,-9,30,D,49.5167,-1.2167,49.5383,-1.2383,28E8,19,V,C9358,1,1,C,3.5000,-9,-9,3312,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93059,59,1993,10,29,0721,-9,30,D,49.5590,-1.0923,49.5757,-1.1227,28E8,34,V,C9359,1,1,C,3.5000,-9,-9,2757,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93060,60,1993,10,29,0854,-9,30,D,49.5757,-0.9570,49.5833,-0.9090,28E9,40,V,C9360,1,1,C,3.5000,-9,-9,3368,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93061,61,1993,10,29,1057,-9,30,D,49.6550,-0.6883,49.6560,-0.6510,28E9,48,V,C9361,1,1,C,3.5000,-9,-9,2884,200,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93062,62,1993,10,31,1103,-9,30,D,50.0197,-0.9187,50.0333,-0.8737,29E9,69,V,C9362,1,1,C,3.5000,-9,-9,3244,250,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93063,63,1993,10,31,1553,-9,30,D,49.9560,-0.6090,49.9590,-0.5727,28E9,52,V,C9363,1,1,C,3.5000,-9,-9,2797,200,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93064,64,1993,11,1,0631,-9,30,D,50.0757,-0.5560,50.0717,-0.6000,29E9,54,V,C9364,1,1,C,3.5000,-9,-9,2946,200,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93065,65,1993,11,1,1055,-9,27,D,49.9923,-0.7747,49.9883,-0.8090,28E9,68,V,C9365,1,1,C,3.5000,-9,-9,2608,250,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93050,50,1993,10,27,1225,-9,30,D,49.4570,-0.4737,49.4580,-0.4383,27E9,31,V,C9350,1,1,C,3.5000,-9,-9,2655,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93051,51,1993,10,27,1406,-9,30,D,49.4697,-0.3257,49.4687,-0.2853,27E9,40,V,C9351,1,1,C,3.5000,-9,-9,3256,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93052,52,1993,10,27,1525,-9,30,D,49.5177,-0.3000,49.5187,-0.2560,28E9,26,V,C9352,1,1,C,3.5000,-9,-9,2892,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93053,53,1993,10,28,0924,-9,30,D,49.4090,-0.5413,49.4187,-0.5893,27E9,29,V,C9353,1,1,C,3.5000,-9,-9,3417,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93031,31,1993,10,19,0848,-9,30,D,50.7843,0.8423,50.7923,0.8757,30F0,38,V,C9331,1,1,C,3.5000,-9,-9,2771,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93032,32,1993,10,19,1206,-9,32,D,50.8030,0.5833,50.7903,0.5383,30F0,21,V,C9332,1,1,C,3.5000,-9,-9,3131,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93033,33,1993,10,19,1446,-9,30,D,50.5667,0.7000,50.5590,0.6530,30F0,50,V,C9333,1,1,C,3.5000,-9,-9,3182,200,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93034,34,1993,10,20,0723,-9,30,D,50.7550,-0.1030,50.7667,-0.0580,30E9,20,V,C9334,1,1,C,3.5000,-9,-9,3071,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93035,35,1993,10,20,0926,-9,30,D,50.7717,-0.2520,50.7677,-0.2893,30E9,16,V,C9335,1,1,C,3.5000,-9,-9,2908,100,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93036,36,1993,10,20,1215,-9,30,D,50.5520,-0.1500,50.5393,-0.1757,30E9,68,V,C9336,1,1,C,3.5000,-9,-9,2497,250,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93037,37,1993,10,20,1347,-9,30,D,50.5343,0.0187,50.5413,0.0580,30F0,70,V,C9337,1,1,C,3.5000,-9,-9,3323,250,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93038,38,1993,10,20,1543,-9,30,D,50.5343,0.3333,50.5403,0.3687,30F0,53,V,C9338,1,1,C,3.5000,-9,-9,2817,200,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93039,39,1993,10,21,0938,-9,30,D,50.3510,0.6050,50.3550,0.6423,29F0,40,V,C9339,1,1,C,3.5000,-9,-9,2932,200,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
HH,FR-CGFS,4,FRA,GWD,GOV,50,-9,R,C93040,40,1993,10,25,0758,-9,30,D,49.4510,-0.1677,49.4363,-0.2070,27E9,33,V,C9340,1,1,C,3.5000,-9,-9,3465,150,18,-9,2.0000,200,-9.0,-9.0,32,-9.0000,300,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,-9.0,-9.00,-9.00,-9,-9,20170914
