Campagne;Annee;Trait;Mois;Strate;SurfaceBalayee;Lat;Long;ProfMoy
CGFS;2001;75;10;27E8;0.03100;49.45199;-0.98433;22
CGFS;2001;76;10;27E9;0.03500;49.45199;-0.93533;23
CGFS;2001;77;10;27E9;0.03400;49.45600;-0.67566;25
CGFS;2001;78;10;27E9;0.03000;49.42066;-0.61766;21
CGFS;2001;79;10;27E9;0.03300;49.45700;-0.45899;26
CGFS;2001;80;10;27E9;0.03500;49.46966;-0.33833;33
CGFS;2001;81;10;28E9;0.03300;49.51766;-0.25200;22
CGFS;2001;82;10;28E9;0.03000;49.55400;-0.27266;26
CGFS;2001;83;10;28E9;0.03000;49.65599;-0.63833;39
CGFS;2001;90;10;30E9;0.02900;50.52166;-0.89033;27
CGFS;2001;91;10;29E9;0.03800;50.48333;-0.86966;31
CGFS;2001;92;10;30E9;0.02300;50.50500;-0.73333;28
CGFS;2001;93;10;29E9;0.03800;50.43933;-0.60500;64
CGFS;2001;94;10;28F0;0.02600;49.64233;0.08733;28
CGFS;2001;95;10;28F0;0.02700;49.61966;0.09033;24
CGFS;2001;96;10;28E9;0.03000;49.65100;-0.21766;33
CGFS;2001;97;10;27E9;0.03200;49.43633;-0.20900;28
CGFS;2001;98;10;27E9;0.03500;49.43633;-0.12166;20
CGFS;2001;102;11;27E9;0.03200;49.39233;-0.23433;21
CGFS;2001;103;11;27E9;0.03300;49.35599;-0.17066;15
CGFS;2001;104;11;27E9;0.03300;49.35900;-0.07466;10
CGFS;2001;105;11;27E9;0.03300;49.40900;-0.05400;10
CGFS;2001;106;11;29E9;0.03200;50.24133;-0.04233;48
CGFS;2001;107;11;29E9;0.02000;50.10200;-0.40900;48
CGFS;2001;108;11;29E9;0.03600;50.07566;-0.55599;51
CGFS;2001;109;11;29E9;0.01700;50.02166;-0.92366;63
CGFS;2002;1;9;30F1;0.02300;50.67466;1.53533;23
CGFS;2002;2;10;31F1;0.03100;51.03933;1.17366;24
CGFS;2002;3;10;30F1;0.02800;51.00699;1.10300;24
CGFS;2002;4;10;30F0;0.02900;50.79033;0.53933;12
CGFS;2002;5;10;30F0;0.03000;50.80199;0.75599;27
CGFS;2002;6;10;30F0;0.02700;50.79133;0.87266;34
CGFS;2002;7;10;30F0;0.02800;50.87166;0.90499;30
CGFS;2002;8;10;30F0;0.02900;50.87366;0.83533;15
CGFS;2002;9;10;31F1;0.02700;51.05199;1.22366;22
CGFS;2002;10;10;31F1;0.02700;51.21866;1.66766;42
CGFS;2002;11;10;31F2;0.03300;51.08933;2.18933;22
CGFS;2002;12;10;31F2;0.02500;51.13733;2.36966;20
CGFS;2002;13;10;31F2;0.03200;51.18433;2.38733;17
CGFS;2002;14;10;31F2;0.00600;51.13833;2.21666;16
CGFS;2002;15;10;31F2;0.02800;51.13933;2.22366;24
CGFS;2002;16;10;31F1;0.03200;51.10499;1.86866;28
CGFS;2002;17;10;31F1;0.03300;51.02566;1.82066;27
CGFS;2002;18;10;30F1;0.03000;50.55799;1.50600;20
CGFS;2002;19;10;30F1;0.02900;50.57466;1.43533;29
CGFS;2002;20;10;30F1;0.03200;50.92166;1.61666;25
CGFS;2002;21;10;30F1;0.02700;50.77066;1.55799;16
CGFS;2002;22;10;30F0;0.02800;50.55799;0.63933;39
CGFS;2002;23;10;30F0;0.03600;50.50899;0.64033;37
CGFS;2002;24;10;30F0;0.03900;50.53733;0.88933;34
CGFS;2002;25;10;30F1;0.03600;50.65800;1.00499;44
CGFS;2002;26;10;30F1;0.03800;50.84133;1.33533;29
CGFS;2002;27;10;30F0;0.03300;50.51666;0.57566;37
CGFS;2002;28;10;30F0;0.03300;50.54133;0.37266;44
CGFS;2002;29;10;29F0;0.03700;50.30199;0.42166;47
CGFS;2002;30;10;29F0;0.03600;50.35100;0.60299;40
CGFS;2002;31;10;29F0;0.03700;50.37266;0.74233;41
CGFS;2002;32;10;29F0;0.02700;50.15000;0.90799;28
CGFS;2002;33;10;29F1;0.03700;50.47066;1.53733;8
CGFS;2002;34;10;29F1;0.04000;50.45600;1.43633;21
CGFS;2002;35;10;29F1;0.03100;50.43933;1.36666;23
CGFS;2002;36;10;29F1;0.02500;50.31766;1.21866;32
CGFS;2002;37;10;29F1;0.03100;50.22066;1.19033;26
CGFS;2002;38;10;29F1;0.03000;50.20000;1.38633;18
CGFS;2002;39;10;29F1;0.02700;50.00500;1.02066;20
CGFS;2002;40;10;28F1;0.02700;50.00400;1.14233;9
CGFS;2002;41;10;28F1;0.02800;49.98633;1.17166;12
CGFS;2002;42;10;29F1;0.03300;50.10300;1.39999;12
CGFS;2002;43;10;28F0;0.02900;49.98333;0.81666;27
CGFS;2002;44;10;29F0;0.02900;50.04999;0.58333;33
CGFS;2002;45;10;29F0;0.03000;50.10800;0.60299;32
CGFS;2002;46;10;29F0;0.03000;50.06766;0.53333;31
CGFS;2002;47;10;29F0;0.03100;50.08433;0.68433;30
CGFS;2002;48;10;28F0;0.03100;49.90200;0.57066;26
CGFS;2002;49;10;28F0;0.03200;49.87166;0.40400;27
CGFS;2002;50;10;28F0;0.03000;49.84133;0.20600;27
CGFS;2002;51;10;28F0;0.02800;49.62066;0.09033;20
CGFS;2002;52;10;27E9;0.02600;49.35599;-0.15399;16
CGFS;2002;53;10;27E9;0.02800;49.35900;-0.08833;13
CGFS;2002;55;10;27E9;0.02600;49.37166;-0.17566;18
CGFS;2002;56;10;27E9;0.02400;49.43533;-0.21866;30
CGFS;2002;57;10;27E9;0.02500;49.43633;-0.12066;18
CGFS;2002;58;10;27E9;0.02700;49.43433;-0.08333;13
CGFS;2002;59;10;27E9;0.02800;49.42466;-0.03833;9
CGFS;2002;60;10;28F0;0.03800;49.61766;0.05400;28
CGFS;2002;61;10;28E9;0.02900;49.90200;-0.12066;41
CGFS;2002;62;10;29F0;0.02800;50.00699;0.11766;35
CGFS;2002;63;10;29F0;0.04100;50.10100;0.39133;32
CGFS;2002;64;10;30F0;0.03200;50.54233;0.05799;58
CGFS;2002;65;10;30E9;0.02800;50.55500;-0.13533;62
CGFS;2002;66;10;30E9;0.03600;50.75899;-0.05799;18
CGFS;2002;67;10;30E9;0.02800;50.76866;-0.27166;13
CGFS;2002;68;10;30E9;0.03800;50.56866;-0.45500;61
CGFS;2002;69;10;30E9;0.01900;50.52066;-0.86666;25
CGFS;2002;70;10;29E9;0.03400;50.47066;-0.90600;28
CGFS;2002;71;10;30E9;0.03300;50.50400;-0.75300;25
CGFS;2002;72;10;29E9;0.03000;50.44133;-0.60199;65
CGFS;2002;73;10;27E9;0.03000;49.45700;-0.67266;23
CGFS;2002;74;10;27E9;0.02900;49.45600;-0.45300;26
CGFS;2002;75;10;27E9;0.03000;49.46766;-0.33433;35
CGFS;2002;76;10;28E9;0.02600;49.65100;-0.15399;34
CGFS;2002;77;10;28E9;0.02600;49.55500;-0.32466;25
CGFS;2002;78;10;28E9;0.03100;49.51766;-0.25799;20
CGFS;2002;79;10;27E9;0.03100;49.41666;-0.55299;18
CGFS;2002;80;10;27E9;0.01500;49.40200;-0.85100;20
CGFS;2002;81;10;27E9;0.03900;49.45399;-0.95099;21
CGFS;2002;82;10;27E8;0.01600;49.43533;-0.98333;20
CGFS;2002;83;10;27E8;0.02700;49.42366;-1.07366;17
CGFS;2002;84;10;27E8;0.03000;49.47066;-1.17466;15
CGFS;2002;86;10;29E9;0.02600;50.02566;-0.88433;60
CGFS;2002;87;10;28E9;0.03000;49.98933;-0.81866;56
CGFS;2002;88;10;28E9;0.02400;49.95800;-0.59133;49
CGFS;2002;89;10;29E9;0.02200;50.07266;-0.59233;49
CGFS;2002;90;10;29E9;0.02200;50.08533;-0.46766;46
CGFS;2002;91;10;29E9;0.02000;50.29999;-0.32566;45
CGFS;2002;92;10;29E9;0.02400;50.32566;-0.20600;44
CGFS;2002;93;10;29F0;0.02500;50.35599;0.03933;50
CGFS;2002;94;10;29E9;0.02200;50.23833;-0.06766;48
CGFS;2002;95;10;28E9;0.02900;49.83733;-0.26766;39
CGFS;2002;96;10;28E9;0.02700;49.65599;-0.64033;36
CGFS;2002;97;10;28E9;0.02600;49.58333;-0.91666;29
CGFS;2002;98;10;27E9;0.03200;49.48433;-0.96666;21
CGFS;2002;99;10;27E9;0.02600;49.45000;-0.89133;20
CGFS;2002;100;10;27E8;0.01800;49.49233;-1.05799;22
CGFS;2003;1;10;30F1;0.03400;50.56966;1.50600;25
CGFS;2003;2;10;30F1;0.03200;50.57366;1.43333;28
CGFS;2003;3;10;30F1;0.02100;50.83333;1.32166;23
CGFS;2003;4;10;30F1;0.03200;50.93533;1.65199;20
CGFS;2003;5;10;31F1;0.02900;51.00899;1.77266;29
CGFS;2003;6;10;31F1;0.03200;51.09233;1.83733;30
CGFS;2003;7;10;31F2;0.03000;51.08933;2.19033;25
CGFS;2003;8;10;31F2;0.02900;51.13633;2.36666;20
CGFS;2003;9;10;31F2;0.02600;51.17566;2.38533;15
CGFS;2003;10;10;31F2;0.03000;51.13833;2.22066;24
CGFS;2003;11;10;30F1;0.02800;50.97366;1.08533;29
CGFS;2003;12;10;30F0;0.02900;50.87066;0.90399;29
CGFS;2003;13;10;30F0;0.02800;50.87266;0.82566;15
CGFS;2003;14;10;30F0;0.02200;50.79233;0.87566;36
CGFS;2003;15;10;30F0;0.03100;50.81766;0.77566;28
CGFS;2003;16;10;30F0;0.03200;50.78933;0.53833;16
CGFS;2003;17;10;30F0;0.02800;50.55899;0.65200;47
CGFS;2003;18;10;30F0;0.02800;50.53633;0.86666;37
CGFS;2003;19;10;30F1;0.03000;50.66866;1.03933;47
CGFS;2003;20;10;30F1;0.02800;50.79133;1.55400;20
CGFS;2003;21;10;30F1;0.03300;50.65599;1.54133;28
CGFS;2003;22;10;29F1;0.03000;50.47366;1.53533;14
CGFS;2003;23;10;29F1;0.03300;50.43533;1.37366;27
CGFS;2003;24;10;29F1;0.02700;50.39033;1.30799;24
CGFS;2003;25;10;29F0;0.02900;50.29999;0.40700;43
CGFS;2003;26;10;29F0;0.03200;50.34999;0.60399;38
CGFS;2003;27;10;29F0;0.03200;50.37366;0.75700;42
CGFS;2003;28;10;30F0;0.02700;50.50799;0.65600;48
CGFS;2003;29;10;30F0;0.02900;50.50899;0.56666;44
CGFS;2003;30;10;30F0;0.03200;50.54033;0.37066;49
CGFS;2003;31;10;30E9;0.03100;50.75600;-0.27366;15
CGFS;2003;32;10;30E9;0.03000;50.75400;-0.10199;20
CGFS;2003;33;10;30E9;0.02900;50.53633;-0.20100;65
CGFS;2003;34;10;30F0;0.03500;50.54133;0.05799;63
CGFS;2003;35;10;29E9;0.03000;50.29133;-0.34033;47
CGFS;2003;36;10;29E9;0.03300;50.32466;-0.21666;47
CGFS;2003;37;10;29F0;0.03400;50.35200;0.01866;55
CGFS;2003;38;10;29E9;0.02500;50.23533;-0.08733;55
CGFS;2003;39;10;29F0;0.03300;50.22366;0.31766;40
CGFS;2003;40;10;29F0;0.03300;50.09999;0.37166;36
CGFS;2003;41;10;29F0;0.03200;50.10800;0.60000;32
CGFS;2003;42;10;29F0;0.03000;50.06666;0.55000;32
CGFS;2003;43;10;29F0;0.03400;50.08433;0.68733;34
CGFS;2003;44;10;29F1;0.03000;50.08633;1.36666;14
CGFS;2003;45;10;29F1;0.02900;50.20000;1.38833;18
CGFS;2003;46;10;29F1;0.03100;50.30899;1.20599;32
CGFS;2003;47;10;29F1;0.03000;50.21866;1.18833;22
CGFS;2003;48;10;29F0;0.03000;50.15399;0.96866;29
CGFS;2003;49;10;29F1;0.02700;50.00600;1.03633;25
CGFS;2003;50;10;28F1;0.03200;49.98933;1.12266;17
CGFS;2003;51;10;28F1;0.03100;49.98633;1.17266;21
CGFS;2003;52;10;28F0;0.03100;49.98333;0.83933;29
CGFS;2003;53;10;28F0;0.03200;49.90100;0.57366;27
CGFS;2003;54;10;28F0;0.03300;49.87166;0.40799;27
CGFS;2003;55;10;28F0;0.02500;49.84033;0.21666;29
CGFS;2003;56;10;28F0;0.03200;49.58733;0.07066;25
CGFS;2003;57;10;28F0;0.02600;49.61766;0.05299;28
CGFS;2003;58;10;27E9;0.03000;49.45199;-0.17266;29
CGFS;2003;59;10;27E9;0.02600;49.38533;-0.22566;20
CGFS;2003;60;10;27E9;0.03000;49.35699;-0.11866;14
CGFS;2003;61;10;28E9;0.03300;49.90200;-0.10899;45
CGFS;2003;62;10;29F0;0.03200;50.00799;0.11866;43
CGFS;2003;63;10;28E9;0.03300;49.83633;-0.26766;42
CGFS;2003;64;10;28E9;0.03000;49.65700;-0.63933;36
CGFS;2003;66;10;27E8;0.03100;49.49133;-1.20899;18
CGFS;2003;67;10;27E8;0.03200;49.44133;-1.11966;21
CGFS;2003;68;10;27E9;0.03100;49.45000;-0.88733;27
CGFS;2003;69;10;27E9;0.03100;49.42066;-0.94233;24
CGFS;2003;70;10;27E8;0.03200;49.43533;-0.98533;20
CGFS;2003;71;10;27E9;0.03100;49.44133;-0.97466;20
CGFS;2003;72;10;28E9;0.03300;49.65100;-0.20900;32
CGFS;2003;73;10;28E9;0.03100;49.55400;-0.32566;30
CGFS;2003;74;10;28E9;0.03000;49.51866;-0.29033;28
CGFS;2003;75;10;27E9;0.03100;49.43433;-0.08433;21
CGFS;2003;77;10;27E9;0.03200;49.36666;-0.02366;15
CGFS;2003;78;10;27E9;0.03000;49.40599;-0.05000;18
CGFS;2003;79;10;27E9;0.03400;49.46866;-0.28633;35
CGFS;2003;80;10;27E9;0.03200;49.45399;-0.40799;31
CGFS;2003;81;10;27E9;0.02000;49.45500;-0.68333;24
CGFS;2003;82;10;27E9;0.03400;49.41766;-0.60299;22
CGFS;2003;83;10;27E9;0.03300;49.40399;-0.88933;26
CGFS;2003;84;10;27E9;0.03000;49.47566;-0.91866;27
CGFS;2003;85;10;28E9;0.03000;49.52466;-0.92266;29
CGFS;2003;86;10;28E9;0.03100;49.57566;-0.91866;34
CGFS;2003;90;10;29E9;0.02400;50.08833;-0.44999;47
CGFS;2003;91;10;29E9;0.02500;50.07266;-0.58933;51
CGFS;2003;92;10;28E9;0.02900;49.95600;-0.60100;52
CGFS;2003;93;10;28E9;0.02100;49.99133;-0.78533;63
CGFS;2003;94;10;29E9;0.02600;50.02466;-0.88433;64
CGFS;2004;1;10;30F1;0.03000;50.79133;1.55599;20
CGFS;2004;2;10;30F1;0.02900;50.91966;1.62366;24
CGFS;2004;3;10;31F1;0.03300;51.01866;1.78333;32
CGFS;2004;4;10;31F2;0.03500;51.12066;2.17466;26
CGFS;2004;5;10;31F2;0.02800;51.20299;2.38333;23
CGFS;2004;6;10;31F2;0.02800;51.15000;2.40700;15
CGFS;2004;7;10;31F2;0.02800;51.10300;2.25699;21
CGFS;2004;8;10;31F1;0.03700;51.10499;1.86666;29
CGFS;2004;9;10;30F1;0.03600;50.76666;1.55599;22
CGFS;2004;10;10;30F1;0.02800;50.83533;1.32366;29
CGFS;2004;11;10;31F1;0.02900;51.05099;1.22166;23
CGFS;2004;12;10;30F1;0.03000;51.00500;1.10099;25
CGFS;2004;13;10;30F0;0.02900;50.87166;0.90700;30
CGFS;2004;14;10;30F0;0.02700;50.87366;0.83733;14
CGFS;2004;15;10;30F0;0.02800;50.79033;0.54033;16
CGFS;2004;16;10;30F0;0.02700;50.79133;0.74233;33
CGFS;2004;17;10;30F0;0.02500;50.77566;0.83733;39
CGFS;2004;18;10;30F1;0.02900;50.66766;1.03533;45
CGFS;2004;19;10;30F0;0.02900;50.54233;0.92566;33
CGFS;2004;20;10;30F0;0.02900;50.55699;0.70200;41
CGFS;2004;21;10;29F1;0.03000;50.41766;1.34033;29
CGFS;2004;22;10;29F1;0.02300;50.47366;1.43833;30
CGFS;2004;23;10;29F1;0.03000;50.44233;1.51666;15
CGFS;2004;24;10;30F1;0.03000;50.59999;1.52066;23
CGFS;2004;25;10;30F1;0.02400;50.67366;1.53533;22
CGFS;2004;26;10;30F1;0.02000;50.58533;1.43833;26
CGFS;2004;27;10;29F1;0.02800;50.20500;1.42566;13
CGFS;2004;28;10;29F1;0.02000;50.09233;1.38633;16
CGFS;2004;29;10;29F1;0.02800;50.31666;1.20899;34
CGFS;2004;30;10;29F1;0.03000;50.21766;1.18833;23
CGFS;2004;31;10;29F0;0.03100;50.15399;0.97066;28
CGFS;2004;32;10;28F0;0.02100;49.98333;0.81666;27
CGFS;2004;33;10;28F1;0.01900;50.00199;1.20599;19
CGFS;2004;34;10;28F0;0.03000;49.97566;0.82166;29
CGFS;2004;35;10;29F0;0.03200;50.10699;0.58833;33
CGFS;2004;36;10;29F0;0.03500;50.00699;0.10899;39
CGFS;2004;37;10;29F0;0.03500;50.09999;0.36666;39
CGFS;2004;38;10;29F0;0.03000;50.29233;0.40500;47
CGFS;2004;39;10;29F0;0.02700;50.34233;0.59133;40
CGFS;2004;40;10;29F0;0.02800;50.37166;0.73433;38
CGFS;2004;41;10;30F0;0.01900;50.54133;0.37266;46
CGFS;2004;42;10;30F0;0.01800;50.54133;0.05700;59
CGFS;2004;43;10;30E9;0.01300;50.55500;-0.11666;63
CGFS;2004;44;10;30E9;0.03000;50.76666;-0.05600;20
CGFS;2004;45;10;30E9;0.03200;50.76666;-0.23333;19
CGFS;2004;46;10;30E9;0.03300;50.56866;-0.45600;64
CGFS;2004;47;10;30E9;0.03100;50.52266;-0.92166;25
CGFS;2004;48;10;29E9;0.03600;50.47266;-0.90200;28
CGFS;2004;49;10;29E9;0.03200;50.42466;-0.63933;59
CGFS;2004;50;10;29E9;0.03100;50.30099;-0.33533;49
CGFS;2004;51;10;29E9;0.02800;50.32466;-0.21666;49
CGFS;2004;52;10;29E9;0.03100;50.23933;-0.05499;53
CGFS;2004;53;10;28F0;0.03100;49.90200;0.56666;25
CGFS;2004;54;10;28F0;0.02900;49.87166;0.41766;25
CGFS;2004;55;10;28F0;0.02900;49.84999;0.22466;29
CGFS;2004;56;10;28E9;0.03100;49.90299;-0.10599;44
CGFS;2004;57;10;28E9;0.03100;49.83733;-0.25200;43
CGFS;2004;58;10;27E9;0.03100;49.36666;-0.02366;9
CGFS;2004;59;10;27E9;0.03000;49.35599;-0.11666;12
CGFS;2004;60;10;27E9;0.02800;49.37266;-0.18433;17
CGFS;2004;61;10;27E9;0.03200;49.43333;-0.21866;30
CGFS;2004;62;10;28F0;0.03200;49.56866;0.05400;23
CGFS;2004;63;10;28F0;0.02400;49.65200;0.05299;26
CGFS;2004;64;10;28E9;0.03000;49.65200;-0.14233;32
CGFS;2004;65;10;28E9;0.03200;49.55400;-0.33933;26
CGFS;2004;66;10;28E9;0.03200;49.51866;-0.30199;25
CGFS;2004;67;10;27E9;0.03100;49.43733;-0.12466;24
CGFS;2004;68;10;27E9;0.03200;49.43333;-0.05499;15
CGFS;2004;70;10;27E9;0.03200;49.40499;-0.05299;17
CGFS;2004;71;10;27E9;0.03100;49.46866;-0.28533;35
CGFS;2004;72;10;27E9;0.03300;49.45399;-0.40299;31
CGFS;2004;73;10;27E9;0.03200;49.40900;-0.54133;22
CGFS;2004;74;10;27E9;0.03000;49.45299;-0.62266;24
CGFS;2004;75;10;27E9;0.03000;49.44233;-0.87266;25
CGFS;2004;76;10;27E9;0.03100;49.40100;-0.85000;25
CGFS;2004;77;10;27E9;0.03300;49.41966;-0.93633;25
CGFS;2004;78;10;27E9;0.03300;49.44233;-0.97466;23
CGFS;2004;81;10;27E8;0.03100;49.49133;-1.20000;14
CGFS;2004;82;10;27E8;0.03200;49.44233;-1.11866;17
CGFS;2004;83;10;27E8;0.03300;49.43733;-1.03333;19
CGFS;2004;84;10;27E8;0.03000;49.47266;-1.03533;25
CGFS;2004;85;10;27E9;0.03000;49.48433;-0.96866;27
CGFS;2004;86;10;28E9;0.03100;49.52466;-0.92266;28
CGFS;2004;87;10;28E9;0.03100;49.57566;-0.90799;32
CGFS;2004;89;10;29E9;0.02000;50.01966;-0.92166;65
CGFS;2004;90;10;28E9;0.02100;49.98933;-0.84133;55
CGFS;2004;91;10;29E9;0.03500;50.07466;-0.56666;49
CGFS;2004;92;10;29E9;0.02900;50.09233;-0.41666;46
CGFS;2004;93;10;28E9;0.03600;49.95500;-0.61866;51
CGFS;2004;94;10;28E9;0.03300;49.65599;-0.63933;41
CGFS;2005;1;10;30F1;0.03700;50.78633;1.55499;24
CGFS;2005;2;10;30F1;0.02200;50.85900;1.34133;34
CGFS;2005;3;10;30F1;0.03700;50.95500;1.08533;28
CGFS;2005;4;10;31F1;0.02300;51.03633;1.15600;23
CGFS;2005;5;10;30F0;0.02300;50.87366;0.92566;30
CGFS;2005;6;10;30F0;0.02300;50.87566;0.84233;12
CGFS;2005;7;10;30F0;0.03000;50.82066;0.78733;27
CGFS;2005;8;10;30F0;0.02300;50.79233;0.87466;38
CGFS;2005;9;10;30F0;0.03000;50.79033;0.53933;19
CGFS;2005;10;10;30F0;0.03500;50.65399;0.97466;45
CGFS;2005;11;10;30F1;0.04400;50.93433;1.65100;21
CGFS;2005;12;10;31F1;0.02300;51.01966;1.78733;31
CGFS;2005;13;10;31F1;0.03700;51.22066;1.66966;46
CGFS;2005;14;10;31F1;0.04000;51.09233;1.83933;32
CGFS;2005;15;10;31F2;0.02500;51.09033;2.20099;23
CGFS;2005;16;10;31F2;0.02600;51.13633;2.36666;20
CGFS;2005;17;10;30F1;0.02400;50.67466;1.52566;21
CGFS;2005;18;10;30F1;0.02800;50.58833;1.51866;21
CGFS;2005;19;10;30F1;0.02800;50.57366;1.43333;27
CGFS;2005;20;10;29F1;0.02600;50.47566;1.53633;17
CGFS;2005;21;10;29F1;0.03200;50.43933;1.42066;32
CGFS;2005;22;10;29F1;0.03100;50.44033;1.37566;32
CGFS;2005;23;10;29F1;0.03100;50.31866;1.21966;33
CGFS;2005;24;10;30F0;0.03100;50.54133;0.92366;34
CGFS;2005;25;10;30F0;0.03100;50.55699;0.71766;40
CGFS;2005;26;10;30F0;0.02800;50.50799;0.70300;44
CGFS;2005;27;10;30F0;0.02800;50.50699;0.59233;41
CGFS;2005;28;10;30F0;0.02100;50.54133;0.37466;47
CGFS;2005;29;10;30F0;0.03000;50.54999;0.07166;62
CGFS;2005;30;10;30E9;0.03000;50.55500;-0.12466;66
CGFS;2005;31;10;30E9;0.02800;50.75600;-0.26666;15
CGFS;2005;32;10;30E9;0.03000;50.75400;-0.12166;17
CGFS;2005;33;10;30F0;0.03200;50.63333;0.08333;48
CGFS;2005;34;10;29F0;0.03000;50.35200;0.00499;54
CGFS;2005;35;10;29E9;0.03100;50.34033;-0.15500;52
CGFS;2005;36;10;29E9;0.03000;50.30799;-0.27466;48
CGFS;2005;37;10;29E9;0.01800;50.23433;-0.12066;51
CGFS;2005;38;10;29F0;0.02700;50.21866;0.27066;40
CGFS;2005;39;10;29F0;0.02700;50.29033;0.38933;43
CGFS;2005;40;10;29F0;0.02200;50.35100;0.60600;36
CGFS;2005;41;10;29F0;0.03000;50.37266;0.75199;38
CGFS;2005;42;10;29F0;0.02900;50.15000;0.92266;34
CGFS;2005;43;10;29F1;0.02900;50.08833;1.37066;13
CGFS;2005;44;10;29F1;0.02900;50.19233;1.38633;18
CGFS;2005;45;10;29F1;0.02900;50.21866;1.19033;22
CGFS;2005;46;10;28F1;0.01500;50.00299;1.20399;15
CGFS;2005;47;10;28F1;0.02700;50.00400;1.15199;19
CGFS;2005;48;10;29F1;0.03100;50.00899;1.07366;27
CGFS;2005;49;10;29F0;0.03100;50.08833;0.73533;34
CGFS;2005;50;10;29F0;0.03500;50.10699;0.58933;34
CGFS;2005;51;10;29F0;0.02400;50.06766;0.54033;33
CGFS;2005;52;10;29F0;0.02900;50.04999;0.59133;33
CGFS;2005;53;10;28F0;0.02300;49.98333;0.83533;28
CGFS;2005;54;10;28F0;0.02800;49.90200;0.56866;30
CGFS;2005;55;10;28F0;0.02800;49.90900;0.58933;31
CGFS;2005;56;10;28F0;0.03500;49.87166;0.41666;29
CGFS;2005;57;10;29F0;0.03300;50.10200;0.38833;35
CGFS;2005;58;10;29F0;0.02900;50.01866;0.17266;36
CGFS;2005;59;10;30E9;0.02100;50.56966;-0.45100;64
CGFS;2005;60;10;30E9;0.02700;50.52466;-0.68733;28
CGFS;2005;61;10;29E9;0.03200;50.48333;-0.84133;31
CGFS;2005;63;10;30E9;0.01900;50.52266;-0.93433;26
CGFS;2005;64;10;29E9;0.02200;50.42566;-0.63733;60
CGFS;2005;65;10;29E9;0.03800;50.07166;-0.60600;51
CGFS;2005;66;10;29E9;0.03900;50.08533;-0.45800;48
CGFS;2005;67;10;28E9;0.03500;49.90200;-0.11766;45
CGFS;2005;68;10;28F0;0.03100;49.84133;0.20800;33
CGFS;2005;69;10;28E9;0.03200;49.65399;-0.14133;32
CGFS;2005;70;10;27E9;0.02600;49.36866;-0.00899;9
CGFS;2005;71;10;27E9;0.02300;49.35699;-0.10199;17
CGFS;2005;72;10;27E9;0.02700;49.43433;-0.00700;14
CGFS;2005;73;10;27E9;0.02900;49.43333;-0.06666;21
CGFS;2005;74;10;27E9;0.02900;49.43333;-0.07566;20
CGFS;2005;76;10;27E9;0.02800;49.37066;-0.16666;16
CGFS;2005;77;10;27E9;0.03100;49.43333;-0.21866;30
CGFS;2005;78;10;27E9;0.02400;49.46866;-0.27566;37
CGFS;2005;79;10;28E9;0.02600;49.51666;-0.25200;27
CGFS;2005;80;10;28E9;0.02900;49.55400;-0.28833;30
CGFS;2005;81;10;27E9;0.03200;49.45700;-0.40000;32
CGFS;2005;82;10;27E9;0.03400;49.40900;-0.54133;25
CGFS;2005;83;10;27E9;0.03400;49.45600;-0.66766;24
CGFS;2005;84;10;27E9;0.02700;49.40200;-0.84033;22
CGFS;2005;85;10;27E8;0.03100;49.44133;-1.11766;21
CGFS;2005;86;10;27E8;0.03100;49.43733;-1.03633;23
CGFS;2005;87;10;27E9;0.02800;49.42166;-0.98733;24
CGFS;2005;88;10;27E9;0.02700;49.45100;-0.93333;26
CGFS;2005;89;10;27E8;0.03000;49.46966;-0.98633;25
CGFS;2005;90;10;27E8;0.02600;49.46966;-1.02266;22
CGFS;2005;91;10;28F0;0.02900;49.57066;0.05600;20
CGFS;2005;92;10;28F0;0.02800;49.61766;0.05200;24
CGFS;2005;93;10;28E9;0.02200;49.83733;-0.24133;42
CGFS;2005;94;10;28E9;0.03100;49.65800;-0.63633;39
CGFS;2005;96;10;27E8;0.02900;49.50000;-1.21766;15
CGFS;2005;100;10;28E9;0.03000;49.58333;-0.95800;34
CGFS;2005;101;10;28E9;0.02700;49.52566;-0.92266;27
CGFS;2005;102;10;27E9;0.02700;49.47566;-0.91966;25
CGFS;2005;103;10;28E9;0.02800;49.95600;-0.61966;51
CGFS;2005;104;10;29E9;0.03100;50.02566;-0.88933;62
CGFS;2005;105;10;28E9;0.03200;49.98933;-0.85000;55
CGFS;2006;1;10;30F1;0.03700;50.77366;1.55700;20
CGFS;2006;2;10;30F1;0.01900;50.92266;1.63533;26
CGFS;2006;3;10;31F2;0.03000;51.09133;2.20300;28
CGFS;2006;4;10;31F2;0.02300;51.13633;2.36766;22
CGFS;2006;5;10;31F2;0.02200;51.20399;2.40100;26
CGFS;2006;6;10;31F2;0.03900;51.12166;2.17566;26
CGFS;2006;7;10;31F1;0.03500;51.01866;1.76666;31
CGFS;2006;8;10;31F1;0.02300;51.10599;1.86666;32
CGFS;2006;9;10;31F1;0.03700;51.25099;1.67466;49
CGFS;2006;10;10;31F1;0.03000;51.05099;1.48733;54
CGFS;2006;11;10;30F1;0.02200;50.85900;1.34133;32
CGFS;2006;12;10;30F1;0.03700;50.95600;1.08433;29
CGFS;2006;13;10;31F1;0.02800;51.05099;1.22066;24
CGFS;2006;14;10;30F0;0.03000;50.87366;0.92466;37
CGFS;2006;15;10;30F0;0.03300;50.88333;0.83433;17
