Campagne;Annee;Trait;Mois;Strate;SurfaceBalayee;Lat;Long;ProfMoy
CGFS;2006;16;10;30F0;0.03000;50.78933;0.53833;16
CGFS;2006;17;10;30F0;0.02800;50.79133;0.75000;31
CGFS;2006;18;10;30F0;0.03100;50.77566;0.83733;36
CGFS;2006;19;10;30F0;0.03200;50.62566;0.08633;49
CGFS;2006;20;10;30F0;0.02600;50.53733;0.35400;51
CGFS;2006;21;10;30F0;0.02900;50.52366;0.55699;50
CGFS;2006;22;10;30F0;0.02800;50.51666;0.65299;47
CGFS;2006;23;10;30F0;0.02900;50.55799;0.65600;44
CGFS;2006;24;10;30F0;0.03200;50.53533;0.88533;35
CGFS;2006;25;10;30F1;0.03000;50.65499;0.98733;41
CGFS;2006;26;10;30F1;0.03100;50.65700;1.53833;22
CGFS;2006;27;10;30F1;0.02200;50.60300;1.45299;34
CGFS;2006;28;10;30F1;0.02300;50.59233;1.51966;28
CGFS;2006;29;10;29F1;0.03000;50.47466;1.53633;15
CGFS;2006;30;10;29F1;0.03100;50.46866;1.43633;28
CGFS;2006;31;10;29F1;0.03100;50.43733;1.37266;27
CGFS;2006;32;10;29F0;0.02700;50.14233;0.91866;27
CGFS;2006;33;10;29F1;0.03100;50.19033;1.17066;22
CGFS;2006;34;10;29F1;0.02300;50.31766;1.21666;33
CGFS;2006;35;10;29F1;0.02700;50.20600;1.41666;18
CGFS;2006;36;10;29F1;0.02700;50.10400;1.39133;17
CGFS;2006;37;10;28F1;0.02900;50.00199;1.20399;19
CGFS;2006;38;10;28F1;0.02700;49.99033;1.12166;15
CGFS;2006;39;10;29F0;0.02600;50.37166;0.73933;36
CGFS;2006;40;10;29F0;0.02000;50.34999;0.60299;36
CGFS;2006;41;10;29F0;0.00500;50.30599;0.45699;42
CGFS;2006;42;10;29F0;0.02700;50.35599;0.06666;55
CGFS;2006;43;10;29F0;0.02500;50.32566;0.20800;51
CGFS;2006;44;10;29E9;0.02100;50.30199;-0.31766;49
CGFS;2006;45;10;30E9;0.02600;50.55300;-0.50199;66
CGFS;2006;46;10;30E9;0.02800;50.75899;-0.23333;15
CGFS;2006;47;10;30E9;0.02800;50.76666;-0.05400;17
CGFS;2006;48;10;30E9;0.02900;50.55500;-0.13333;67
CGFS;2006;49;10;30F0;0.03600;50.54233;0.07166;64
CGFS;2006;50;10;29F0;0.02500;50.00799;0.11666;39
CGFS;2006;51;10;29F0;0.03100;50.09033;0.34133;35
CGFS;2006;52;10;29F0;0.03100;50.10400;0.55199;33
CGFS;2006;54;10;29F0;0.02600;50.08533;0.69133;34
CGFS;2006;55;10;29F0;0.02900;50.04133;0.55099;34
CGFS;2006;56;10;29F0;0.02800;50.06766;0.54033;34
CGFS;2006;57;10;29F0;0.02800;50.30300;0.42566;44
CGFS;2006;58;10;29F0;0.02800;50.22366;0.30700;39
CGFS;2006;59;10;29E9;0.02900;50.23933;-0.05799;54
CGFS;2006;60;10;30E9;0.04400;50.54133;-0.69033;28
CGFS;2006;61;10;29E9;0.03200;50.43833;-0.60199;66
CGFS;2006;62;10;29E9;0.03000;50.48333;-0.84133;29
CGFS;2006;63;10;30E9;0.02800;50.52066;-0.87266;27
CGFS;2006;65;10;29E9;0.03000;50.09999;-0.40900;49
CGFS;2006;66;10;29E9;0.03000;50.07466;-0.55000;52
CGFS;2006;67;10;28E9;0.02700;49.95600;-0.61866;50
CGFS;2006;68;10;28E9;0.02900;49.83533;-0.28833;40
CGFS;2006;69;10;28E9;0.03000;49.90299;-0.10899;42
CGFS;2006;70;10;29F1;0.02200;50.01666;1.07466;27
CGFS;2006;71;10;28F0;0.03000;49.98333;0.82066;30
CGFS;2006;72;10;28F0;0.02400;49.89133;0.52066;28
CGFS;2006;73;10;28F0;0.02900;49.86766;0.34999;28
CGFS;2006;74;10;28F0;0.03200;49.83933;0.17266;31
CGFS;2006;75;10;28F0;0.01800;49.63733;0.07566;29
CGFS;2006;76;10;28F0;0.03100;49.59133;0.07466;25
CGFS;2006;77;10;28E9;0.02800;49.65200;-0.20100;35
CGFS;2006;78;10;28E9;0.02800;49.55500;-0.33433;26
CGFS;2006;79;10;28E9;0.03000;49.51866;-0.30099;23
CGFS;2006;80;10;27E9;0.02800;49.43533;0.01666;13
CGFS;2006;82;10;27E9;0.03000;49.36866;-0.00000;14
CGFS;2006;83;10;27E9;0.02600;49.45600;-0.45199;30
CGFS;2006;84;10;27E9;0.02900;49.46966;-0.32566;37
CGFS;2006;85;10;27E9;0.03100;49.43533;-0.21866;32
CGFS;2006;86;10;27E9;0.03100;49.43633;-0.12266;20
CGFS;2006;87;10;27E9;0.02900;49.40499;-0.05200;15
CGFS;2006;88;10;27E9;0.03100;49.35699;-0.10199;18
CGFS;2006;89;10;27E9;0.03200;49.37266;-0.18633;23
CGFS;2006;90;10;27E9;0.02800;49.41866;-0.59233;25
CGFS;2006;91;10;27E9;0.03200;49.45399;-0.62466;24
CGFS;2006;92;10;27E9;0.02900;49.40399;-0.89133;20
CGFS;2006;93;10;27E9;0.02500;49.44133;-0.87266;25
CGFS;2006;94;10;27E9;0.02900;49.41966;-0.94133;26
CGFS;2006;95;10;27E8;0.03000;49.43533;-0.98633;24
CGFS;2006;96;10;27E8;0.02300;49.44133;-1.11766;21
CGFS;2006;97;10;27E8;0.02500;49.46866;-1.01966;24
CGFS;2006;98;10;27E8;0.01300;49.47266;-1.01666;23
CGFS;2006;99;10;27E9;0.03300;49.48333;-0.91666;23
CGFS;2006;101;10;27E8;0.02900;49.47266;-1.18433;16
CGFS;2006;103;10;28E9;0.03000;49.52566;-0.92366;29
CGFS;2006;104;10;28E9;0.02500;49.58333;-0.94999;35
CGFS;2006;105;10;28E9;0.02600;49.65800;-0.61666;39
CGFS;2006;109;10;29E9;0.02900;50.01966;-0.92266;66
CGFS;2006;110;10;28E9;0.02700;49.98933;-0.85000;57
CGFS;2007;1;10;30F1;0.02200;50.79133;1.55499;24
CGFS;2007;2;10;30F1;0.03300;50.83933;1.31666;32
CGFS;2007;3;10;30F1;0.02400;50.66666;1.01666;45
CGFS;2007;4;10;30F0;0.03100;50.54233;0.92466;33
CGFS;2007;5;10;30F0;0.02900;50.55699;0.70899;40
CGFS;2007;6;10;30F0;0.02500;50.50799;0.70800;45
CGFS;2007;7;10;30F0;0.01700;50.50799;0.60199;45
CGFS;2007;8;10;30F0;0.03100;50.54233;0.38433;49
CGFS;2007;9;10;30F0;0.02500;50.55099;0.06866;65
CGFS;2007;10;10;30E9;0.02800;50.75299;-0.11966;18
CGFS;2007;11;10;30F0;0.03000;50.63533;0.07066;48
CGFS;2007;12;10;30F0;0.03100;50.79233;0.74233;32
CGFS;2007;13;10;30F0;0.02900;50.78333;0.84033;40
CGFS;2007;14;10;30F0;0.02500;50.85800;0.79133;19
CGFS;2007;15;10;30F0;0.03100;50.85900;0.87266;30
CGFS;2007;16;10;30F1;0.02800;50.96766;1.08333;30
CGFS;2007;17;10;31F1;0.02900;51.03733;1.15600;25
CGFS;2007;18;10;31F1;0.02900;51.25199;1.67566;46
CGFS;2007;19;10;31F1;0.02800;51.04999;1.48633;53
CGFS;2007;20;10;30F1;0.03100;50.90800;1.60899;26
CGFS;2007;21;10;31F2;0.01200;51.12066;2.17066;30
CGFS;2007;22;10;31F2;0.01400;51.20199;2.38333;25
CGFS;2007;23;10;31F2;0.02700;51.14233;2.40599;17
CGFS;2007;24;10;31F2;0.02800;51.09999;2.23433;27
CGFS;2007;25;10;31F1;0.02900;51.10699;1.88533;30
CGFS;2007;26;10;31F1;0.03800;51.03333;1.82166;29
CGFS;2007;27;10;30F1;0.02000;50.66966;1.53633;25
CGFS;2007;28;10;30F1;0.02900;50.60300;1.45299;31
CGFS;2007;29;10;29F1;0.03100;50.48333;1.53633;13
CGFS;2007;30;10;29F1;0.01900;50.43933;1.37466;27
CGFS;2007;31;10;29F1;0.02300;50.31966;1.22366;30
CGFS;2007;32;10;29F1;0.02600;50.20500;1.42366;11
CGFS;2007;33;10;29F1;0.01300;50.10699;1.40100;13
CGFS;2007;34;10;29F1;0.03000;50.19033;1.16966;29
CGFS;2007;35;10;29F0;0.02900;50.38433;0.80199;40
CGFS;2007;36;10;29F0;0.02300;50.35200;0.62066;39
CGFS;2007;37;10;29F0;0.02200;50.30099;0.42066;44
CGFS;2007;38;10;29F0;0.02900;50.35200;0.00200;54
CGFS;2007;39;10;29E9;0.01600;50.34033;-0.15800;54
CGFS;2007;40;10;29E9;0.02600;50.30799;-0.26666;48
CGFS;2007;41;10;29E9;0.03000;50.23833;-0.06766;54
CGFS;2007;42;10;29E9;0.03400;50.09233;-0.41966;47
CGFS;2007;43;10;29E9;0.03200;50.07566;-0.55400;48
CGFS;2007;44;10;28E9;0.02400;49.95600;-0.61866;49
CGFS;2007;45;10;28E9;0.03000;49.83533;-0.28733;40
CGFS;2007;46;10;28E9;0.03400;49.90200;-0.11966;42
CGFS;2007;47;10;29F0;0.03300;50.00799;0.11866;41
CGFS;2007;48;10;29F0;0.02800;50.08933;0.32366;41
CGFS;2007;49;10;29F0;0.02900;50.10400;0.54133;37
CGFS;2007;50;10;29F0;0.02600;50.08533;0.68733;34
CGFS;2007;51;10;29F0;0.02700;50.14033;0.90100;29
CGFS;2007;52;10;28F1;0.01700;49.99033;1.19033;13
CGFS;2007;53;10;28F1;0.02600;49.99033;1.12066;14
CGFS;2007;54;10;29F1;0.02400;50.01666;1.08433;25
CGFS;2007;55;10;28F0;0.03100;49.98333;0.82266;30
CGFS;2007;56;10;29F0;0.02500;50.04033;0.55099;35
CGFS;2007;57;10;29F0;0.03800;50.06866;0.57066;34
CGFS;2007;58;10;28F0;0.02900;49.90399;0.56866;25
CGFS;2007;59;10;28F0;0.02400;49.87266;0.41866;28
CGFS;2007;60;10;28F0;0.02100;49.84233;0.21766;35
CGFS;2007;61;10;28F0;0.03000;49.63733;0.07566;29
CGFS;2007;62;10;28F0;0.03100;49.59233;0.07566;23
CGFS;2007;63;10;27E9;0.02900;49.35699;-0.10700;13
CGFS;2007;64;10;27E9;0.03000;49.43733;-0.20700;30
CGFS;2007;65;10;27E9;0.02500;49.46866;-0.27566;37
CGFS;2007;66;10;28E9;0.02600;49.55500;-0.28533;30
CGFS;2007;67;10;28E9;0.02900;49.65200;-0.18733;37
CGFS;2007;68;10;28E9;0.02400;49.65599;-0.69033;42
CGFS;2007;70;10;30E9;0.03100;50.52266;-0.92366;27
CGFS;2007;71;10;29E9;0.02000;50.48333;-0.83533;30
CGFS;2007;72;10;30E9;0.02400;50.52466;-0.68633;30
CGFS;2007;73;10;29E9;0.03000;50.43833;-0.60000;68
CGFS;2007;74;10;30E9;0.02500;50.55300;-0.50000;68
CGFS;2007;75;10;30E9;0.02600;50.54233;-0.16766;62
CGFS;2007;78;10;29E9;0.02100;50.28333;-0.88933;70
CGFS;2007;79;10;29E9;0.02100;50.33533;-0.68433;51
CGFS;2007;80;10;29E9;0.01800;50.20700;-0.75700;52
CGFS;2007;85;10;29E9;0.01400;50.01966;-0.90799;64
CGFS;2007;86;10;28E9;0.02400;49.99033;-0.80299;60
CGFS;2007;88;10;27E9;0.03000;49.43533;0.00899;13
CGFS;2007;89;10;27E9;0.02500;49.41766;-0.60600;22
CGFS;2007;90;10;27E9;0.02900;49.45600;-0.67266;24
CGFS;2007;91;10;27E9;0.02800;49.44133;-0.87266;24
CGFS;2007;92;10;27E9;0.02900;49.41966;-0.93933;25
CGFS;2007;93;10;28E9;0.01900;49.58533;-0.96866;35
CGFS;2007;95;10;27E9;0.02700;49.45600;-0.45600;26
CGFS;2007;96;10;28E9;0.02600;49.52466;-0.93433;29
CGFS;2007;98;10;27E8;0.03000;49.50000;-1.21766;13
CGFS;2007;100;10;27E8;0.02600;49.42466;-1.07566;21
CGFS;2007;101;10;28E9;0.02800;49.57566;-0.90700;36
CGFS;2007;103;10;27E8;0.02800;49.43533;-1.02566;23
CGFS;2008;1;10;30F1;0.02200;50.81666;1.55999;27
CGFS;2008;2;10;30F1;0.03400;50.93833;1.65499;27
CGFS;2008;3;10;31F1;0.03500;51.03666;1.15333;23
CGFS;2008;4;10;30F1;0.02500;50.98166;1.08666;26
CGFS;2008;5;10;30F0;0.02700;50.87833;0.93166;26
CGFS;2008;6;10;30F0;0.02800;50.87833;0.84166;18
CGFS;2008;7;10;30F0;0.02800;50.81833;0.78500;32
CGFS;2008;8;10;30F0;0.02700;50.79333;0.87333;40
CGFS;2008;9;10;30F0;0.02700;50.79499;0.54333;16
CGFS;2008;10;10;31F1;0.02600;51.04833;1.48500;54
CGFS;2008;11;10;31F1;0.02100;51.22833;1.67333;41
CGFS;2008;12;10;31F1;0.02700;51.09666;1.83500;29
CGFS;2008;13;10;31F2;0.02700;51.10166;2.25000;23
CGFS;2008;14;10;31F2;0.02600;51.18666;2.38833;17
CGFS;2008;15;10;31F2;0.02600;51.12333;2.18166;25
CGFS;2008;16;10;31F1;0.02500;51.03333;1.82500;33
CGFS;2008;17;10;30F1;0.02800;50.86500;1.34666;33
CGFS;2008;18;10;30F1;0.02800;50.65999;1.54166;22
CGFS;2008;19;10;30F1;0.02700;50.56333;1.50999;24
CGFS;2008;20;10;29F1;0.03000;50.47833;1.53666;13
CGFS;2008;21;10;29F1;0.03000;50.47166;1.44000;27
CGFS;2008;22;10;29F1;0.02700;50.44666;1.38833;29
CGFS;2008;23;10;29F1;0.02900;50.32333;1.23000;33
CGFS;2008;24;10;30F1;0.02900;50.66833;1.03666;48
CGFS;2008;25;10;30F0;0.02900;50.54666;0.92666;37
CGFS;2008;26;10;30F0;0.03000;50.51333;0.72500;46
CGFS;2008;27;10;30F0;0.03000;50.56166;0.71499;42
CGFS;2008;28;10;30F0;0.02700;50.51166;0.59666;42
CGFS;2008;29;10;30F0;0.02700;50.54833;0.38666;46
CGFS;2008;30;10;30F0;0.02700;50.61999;0.13166;51
CGFS;2008;31;10;29E9;0.03000;50.43333;-0.63333;64
CGFS;2008;32;10;30E9;0.02700;50.51333;-0.74000;28
CGFS;2008;33;10;30E9;0.02800;50.55333;-0.50666;69
CGFS;2008;34;10;30E9;0.03100;50.75833;-0.28166;15
CGFS;2008;35;10;30E9;0.03000;50.75500;-0.12333;18
CGFS;2008;36;10;30E9;0.02400;50.55833;-0.13166;64
CGFS;2008;37;10;30F0;0.02500;50.55333;0.08333;62
CGFS;2008;38;10;29F0;0.02900;50.35333;0.00166;57
CGFS;2008;39;10;29F0;0.02500;50.22000;0.27000;40
CGFS;2008;40;10;29F0;0.02700;50.29499;0.39333;47
CGFS;2008;41;10;29F0;0.02900;50.34999;0.59833;37
CGFS;2008;42;10;29F0;0.03000;50.37500;0.74000;37
CGFS;2008;43;10;29F1;0.03300;50.00999;1.03999;26
CGFS;2008;44;10;29F1;0.02100;50.00833;1.15499;23
CGFS;2008;45;10;28F1;0.03200;49.98833;1.17499;22
CGFS;2008;46;10;29F1;0.02900;50.09000;1.37166;16
CGFS;2008;47;10;29F1;0.02800;50.20999;1.43666;15
CGFS;2008;48;10;29F1;0.03100;50.21833;1.19000;22
CGFS;2008;49;10;29F0;0.02300;50.15833;0.98666;28
CGFS;2008;50;10;29F0;0.03200;50.01333;0.12166;38
CGFS;2008;51;10;29F0;0.02300;50.09999;0.36666;37
CGFS;2008;52;10;29F0;0.03500;50.10833;0.56499;38
CGFS;2008;53;10;29F0;0.02800;50.06833;0.53833;40
CGFS;2008;54;10;29F0;0.02800;50.04499;0.55500;39
CGFS;2008;55;10;29F0;0.02800;50.08666;0.68999;35
CGFS;2008;56;10;28F0;0.03300;49.98166;0.82666;26
CGFS;2008;57;10;28F0;0.03200;49.90166;0.55666;24
CGFS;2008;58;10;28F0;0.02800;49.87666;0.42833;26
CGFS;2008;59;10;28F0;0.01700;49.84999;0.23333;32
CGFS;2008;60;10;28E9;0.02700;49.90999;-0.06833;45
CGFS;2008;61;10;28E9;0.02300;49.84000;-0.25333;44
CGFS;2008;62;10;28E9;0.03600;49.96333;-0.58833;51
CGFS;2008;63;10;28E9;0.03600;49.99499;-0.78333;59
CGFS;2008;64;10;29E9;0.02400;50.24166;-0.06833;50
CGFS;2008;65;10;29E9;0.02500;50.34666;-0.15166;52
CGFS;2008;66;10;29E9;0.01600;50.31333;-0.28166;44
CGFS;2008;67;10;29E9;0.02800;50.09999;-0.41499;51
CGFS;2008;68;10;29E9;0.03000;50.08166;-0.54833;52
CGFS;2008;69;10;29E9;0.02600;50.02666;-0.91000;62
CGFS;2008;70;10;28E9;0.02700;49.65166;-0.20999;32
CGFS;2008;71;10;28F0;0.02800;49.64166;0.08333;25
CGFS;2008;72;10;28F0;0.03800;49.59666;0.07999;22
CGFS;2008;73;10;28E9;0.02600;49.55833;-0.34000;27
CGFS;2008;74;10;27E9;0.02700;49.47000;-0.28499;34
CGFS;2008;75;10;27E9;0.02800;49.45666;-0.39333;28
CGFS;2008;76;10;27E9;0.03000;49.43666;-0.21666;34
CGFS;2008;77;10;27E9;0.02400;49.43000;-0.03666;15
CGFS;2008;79;10;27E9;0.02800;49.36166;-0.09333;16
CGFS;2008;80;10;27E9;0.03500;49.41500;-0.54833;24
CGFS;2008;81;10;27E9;0.03000;49.45666;-0.62999;24
CGFS;2008;82;10;27E9;0.02900;49.44666;-0.87000;23
CGFS;2008;83;10;28E9;0.03000;49.58333;-0.96333;34
CGFS;2008;84;10;28E9;0.03100;49.65833;-0.68166;40
CGFS;2008;85;10;29E9;0.02600;50.47666;-0.90499;31
CGFS;2008;86;10;30E9;0.03400;50.52500;-0.88166;30
CGFS;2008;89;10;27E9;0.02900;49.42166;-0.93500;25
CGFS;2008;90;10;27E8;0.03000;49.42666;-1.06833;19
CGFS;2008;91;10;27E8;0.03000;49.48166;-1.19333;16
CGFS;2008;92;10;28E9;0.02800;49.52833;-0.96166;25
CGFS;2008;103;10;29E9;0.02300;50.28499;-0.89666;70
CGFS;2008;104;10;29E9;0.02300;50.33666;-0.68833;54
CGFS;2008;105;10;29E9;0.04700;50.20999;-0.76833;52
CGFS;2009;1;10;30F1;0.01200;50.79833;1.55999;23
CGFS;2009;2;10;30F1;0.03700;50.77833;1.56166;23
CGFS;2009;3;10;30F1;0.03000;50.90833;1.61000;27
CGFS;2009;4;10;31F2;0.02900;51.13999;2.22333;22
CGFS;2009;5;10;31F2;0.03700;51.20333;2.39833;22
CGFS;2009;6;10;31F2;0.02300;51.15000;2.41000;16
CGFS;2009;7;10;31F2;0.04000;51.09333;2.19166;31
CGFS;2009;8;10;31F1;0.01200;51.11333;1.89166;32
CGFS;2009;9;10;31F1;0.03000;51.11000;1.87666;31
CGFS;2009;10;10;31F1;0.03000;51.02833;1.81166;29
CGFS;2009;11;10;31F1;0.03700;51.24499;1.67833;47
CGFS;2009;12;10;31F1;0.04000;51.04166;1.16499;26
CGFS;2009;13;10;30F1;0.03900;51.00500;1.10000;26
CGFS;2009;14;10;30F1;0.02200;50.86666;1.34666;31
CGFS;2009;15;10;30F1;0.02600;50.68166;1.53333;22
CGFS;2009;16;10;30F1;0.02700;50.59666;1.45000;26
CGFS;2009;17;10;30F1;0.02400;50.56333;1.50999;20
CGFS;2009;18;10;29F1;0.02800;50.48500;1.53666;13
CGFS;2009;19;10;29F1;0.02400;50.46333;1.43666;31
CGFS;2009;20;10;29F1;0.02300;50.45000;1.39333;33
CGFS;2009;21;10;29F1;0.03100;50.31999;1.22500;23
CGFS;2009;22;10;30F1;0.03000;50.66999;1.04833;44
CGFS;2009;23;10;30F0;0.02900;50.54666;0.92833;34
CGFS;2009;24;10;30F0;0.02800;50.56166;0.71499;40
CGFS;2009;25;10;30F0;0.02100;50.51499;0.73666;46
CGFS;2009;26;10;30F0;0.02400;50.51166;0.60166;44
CGFS;2009;27;10;30F0;0.02700;50.54999;0.39666;58
CGFS;2009;28;10;30F0;0.03000;50.88000;0.93666;35
CGFS;2009;29;10;30F0;0.02800;50.87833;0.83999;15
CGFS;2009;30;10;30F0;0.03100;50.82333;0.79000;28
CGFS;2009;31;10;30F0;0.01900;50.79333;0.87666;36
CGFS;2009;32;10;30F0;0.02300;50.80500;0.58666;15
CGFS;2009;33;10;30F0;0.02800;50.62166;0.12666;52
CGFS;2009;34;10;29F0;0.01500;50.22000;0.26833;42
CGFS;2009;35;10;29F0;0.02400;50.29833;0.40000;46
CGFS;2009;36;10;29F0;0.01400;50.34833;0.59500;38
CGFS;2009;37;10;29F0;0.02900;50.38000;0.76833;39
CGFS;2009;38;10;29F0;0.03000;50.14666;0.90833;34
CGFS;2009;39;10;29F1;0.02900;50.19333;1.16999;28
CGFS;2009;40;10;29F1;0.02900;50.20999;1.43333;14
CGFS;2009;41;10;29F1;0.02900;49.99666;1.19000;12
CGFS;2009;42;10;29F1;0.02700;49.99666;1.19000;14
CGFS;2009;43;10;29F1;0.02700;50.00166;1.13833;14
CGFS;2009;44;10;29F1;0.03100;50.00999;1.04166;24
CGFS;2009;45;10;28F0;0.02800;49.97999;0.77999;31
CGFS;2009;46;10;29F0;0.02900;50.09000;0.72000;34
CGFS;2009;47;10;29F0;0.03100;50.04833;0.58833;34
CGFS;2009;48;10;29F0;0.03200;50.06999;0.56333;33
CGFS;2009;49;10;29F0;0.02800;50.10666;0.55000;32
CGFS;2009;50;10;28F0;0.01600;49.90333;0.56666;28
CGFS;2009;51;10;28F0;0.02900;49.86999;0.37833;33
CGFS;2009;52;10;29F0;0.03000;50.10166;0.37999;40
CGFS;2009;53;10;29F0;0.03400;50.01833;0.17000;39
CGFS;2009;54;10;28F0;0.03000;49.84833;0.21666;28
CGFS;2009;55;10;29E9;0.03100;50.30333;-0.31833;48
CGFS;2009;56;10;29E9;0.03300;50.33499;-0.21333;49
CGFS;2009;57;10;29F0;0.02900;50.35499;0.01166;58
CGFS;2009;58;10;29E9;0.01900;50.24000;-0.07166;55
CGFS;2009;59;10;29E9;0.03400;50.09833;-0.41999;47
CGFS;2009;60;10;29E9;0.03400;50.08333;-0.55000;49
CGFS;2009;61;10;30E9;0.03300;50.56000;-0.49000;66
CGFS;2009;62;10;30E9;0.02400;50.75833;-0.28499;18
CGFS;2009;63;10;30E9;0.03000;50.56000;-0.12500;62
CGFS;2009;64;10;28E9;0.01600;49.90999;-0.06499;39
CGFS;2009;65;10;28E9;0.03300;49.83499;-0.30000;44
CGFS;2009;66;10;28F0;0.02600;49.64166;0.08333;30
CGFS;2009;67;10;28F0;0.03100;49.57166;0.05833;24
CGFS;2009;68;10;28E9;0.02700;49.65333;-0.15500;37
CGFS;2009;69;10;28E9;0.02900;49.55833;-0.28499;30
CGFS;2009;70;10;27E9;0.02700;49.47166;-0.33166;39
CGFS;2009;71;10;27E9;0.02700;49.43666;-0.22499;34
CGFS;2009;72;10;27E9;0.02700;49.36500;-0.08833;12
CGFS;2009;74;10;28E9;0.02500;49.51499;-0.25000;26
CGFS;2009;75;10;27E9;0.02800;49.45666;-0.38999;31
CGFS;2009;76;10;27E9;0.02900;49.41666;-0.54333;26
CGFS;2009;77;10;27E9;0.03000;49.45666;-0.63333;26
CGFS;2009;78;10;27E9;0.02900;49.42333;-0.93666;22
CGFS;2009;79;10;27E8;0.02800;49.42499;-1.07000;16
CGFS;2009;80;10;27E8;0.02700;49.47000;-1.17166;15
CGFS;2009;83;10;28E9;0.02800;49.58333;-0.95999;36
CGFS;2009;84;10;28E9;0.01400;49.53166;-0.92666;28
CGFS;2009;85;10;27E9;0.02800;49.45333;-0.92833;26
CGFS;2009;86;10;28E9;0.03000;49.66500;-0.68166;38
CGFS;2009;87;10;28E9;0.03200;49.95833;-0.63166;53
CGFS;2009;88;10;28E9;0.02500;49.99833;-0.77833;64
CGFS;2009;89;10;29E9;0.02700;50.02999;-0.89999;64
CGFS;2009;96;10;29E9;0.03000;50.20333;-0.78833;50
CGFS;2009;97;10;29E9;0.02100;50.28499;-0.85000;68
CGFS;2009;98;10;29E9;0.02900;50.33833;-0.69166;53
CGFS;2009;99;10;29E9;0.02800;50.43000;-0.64499;61
CGFS;2009;100;10;30E9;0.03200;50.53166;-0.68666;29
CGFS;2009;101;10;29E9;0.03000;50.48333;-0.84666;30
CGFS;2009;102;10;30E9;0.02900;50.52333;-0.87333;27
CGFS;2010;1;9;30F1;0.02200;50.77166;1.56166;17
CGFS;2010;2;9;30F1;0.01800;50.83333;1.32833;26
CGFS;2010;3;9;30F1;0.02800;50.97000;1.08333;32
CGFS;2010;4;9;31F1;0.02400;51.02333;1.12833;28
CGFS;2010;5;9;31F1;0.02200;51.05333;1.22833;28
CGFS;2010;6;9;30F0;0.03400;50.87666;0.83499;14
CGFS;2010;7;9;30F0;0.02800;50.86666;0.88333;26
CGFS;2010;8;9;30F0;0.03500;50.79333;0.86833;35
CGFS;2010;9;9;30F0;0.02800;50.81999;0.78500;29
CGFS;2010;10;9;30F0;0.02900;50.80500;0.58333;18
CGFS;2010;11;9;30F0;0.03000;50.56333;0.66666;46
CGFS;2010;12;9;30F0;0.02700;50.63000;0.09499;50
CGFS;2010;13;9;30E9;0.03200;50.76333;-0.07333;16
CGFS;2010;14;9;30E9;0.02400;50.76666;-0.23166;15
CGFS;2010;15;9;30E9;0.02300;50.57333;-0.45166;66
CGFS;2010;16;9;30E9;0.03100;50.54333;-0.18000;64
CGFS;2010;17;9;30F0;0.03000;50.54000;0.03166;67
CGFS;2010;18;10;31F1;0.02000;51.04999;1.49000;56
CGFS;2010;19;10;31F1;0.03500;51.22666;1.67333;43
CGFS;2010;20;10;31F1;0.02600;51.09666;1.83833;29
CGFS;2010;21;10;31F2;0.03200;51.12666;2.19333;23
CGFS;2010;22;10;31F2;0.02200;51.15166;2.40666;17
CGFS;2010;23;10;31F2;0.02500;51.20333;2.40000;25
CGFS;2010;24;10;31F2;0.03100;51.08333;2.23666;25
CGFS;2010;25;10;31F1;0.03100;51.03166;1.82000;30
CGFS;2010;26;10;30F1;0.03300;50.92833;1.63833;24
CGFS;2010;27;10;30F1;0.02400;50.68500;1.53166;27
CGFS;2010;28;10;30F1;0.02300;50.59666;1.52166;26
CGFS;2010;29;10;30F1;0.02800;50.59666;1.44833;31
CGFS;2010;30;10;29F1;0.03100;50.45666;1.53333;14
CGFS;2010;31;10;29F1;0.02500;50.45000;1.42833;26
CGFS;2010;32;10;29F1;0.02600;50.42333;1.35333;27
CGFS;2010;33;10;29F1;0.02500;50.31833;1.22000;32
CGFS;2010;34;10;29F1;0.02300;50.21666;1.19000;25
CGFS;2010;35;10;29F1;0.02600;50.20999;1.42999;17
CGFS;2010;36;10;29F1;0.02900;50.11000;1.40166;14
CGFS;2010;37;10;29F1;0.02600;49.99499;1.19166;16
CGFS;2010;38;10;29F1;0.00500;50.00999;1.03999;24
CGFS;2010;39;10;28F0;0.03000;49.98166;0.82833;25
CGFS;2010;40;10;30F1;0.02500;50.66833;1.03999;47
CGFS;2010;41;10;30F0;0.02300;50.54833;0.93166;40
CGFS;2010;42;10;30F0;0.03100;50.51333;0.71833;49
CGFS;2010;43;10;30F0;0.03200;50.51166;0.59333;43
CGFS;2010;44;10;30F0;0.03600;50.54833;0.38499;44
CGFS;2010;45;10;29E9;0.03500;50.30500;-0.30833;47
CGFS;2010;46;10;29E9;0.03300;50.33499;-0.20166;50
CGFS;2010;47;10;29F0;0.03100;50.35666;0.02166;57
CGFS;2010;48;10;29F0;0.02300;50.29666;0.39666;51
CGFS;2010;49;10;29F0;0.02100;50.34833;0.59500;38
CGFS;2010;50;10;29F0;0.02300;50.37833;0.75666;36
CGFS;2010;51;10;29F0;0.03200;50.10666;0.55333;33
CGFS;2010;52;10;29F0;0.01700;50.09166;0.73666;34
CGFS;2010;53;10;29F1;0.03100;49.99333;1.12333;20
CGFS;2010;54;10;29F0;0.02400;50.14833;0.92333;32
CGFS;2010;55;10;29F0;0.01800;50.04333;0.54333;32
